dataset,gloss,num_samples,mean_euclidean_distance,median_euclidean_distance,std_euclidean_distance,euclidean_distance_variance,max_euclidean_distance,mean_cosine_distance,median_cosine_distance,std_cosine_distance,cosine_distance_variance,max_cosine_distance
VSL,quê,3,11.044199623425575,8.427825897199053,3.8807516742221395,15.06023355697794,16.530459215561223,0.2029524733195643,0.018566941303792994,0.2609930783959913,0.06811738697061605,0.5720523756446092
ASL,warn,5,10.875018922923008,10.753946927611475,2.8179362680175344,7.940764810608589,15.991679001325739,0.49397061209479426,0.3597598183429467,0.2889289880678664,0.08347996014592127,0.9428372166161272
ASL,swimming,6,10.439910597420615,8.719750650467777,4.181530848464248,17.485200236658134,19.04404012796289,0.42383386723164457,0.406311491932678,0.14749144218224322,0.02175372551699799,0.6224935832944534
ASL,tiptoe,4,10.416857422626853,10.106057929038709,2.011873917577842,4.0476366602300144,13.537567395464993,0.4911660129166364,0.5009163561342338,0.2550497925346652,0.06505039667197576,0.7630015134418711
ASL,side,5,10.315461607899564,10.12883178618165,2.34692016695752,5.5080342700719145,14.488486135054675,0.3687823890993237,0.123105613519648,0.33769783362530326,0.114039826835223,0.9083458188652459
ASL,wear,6,10.132273993192163,9.890807616657364,1.0710725622338677,1.1471964335702223,11.851394074963657,0.6647274137013004,0.6069721967906475,0.16875859774179483,0.02847946431177692,1.0007298421975657
ASL,available,4,10.037585296366,10.2015281307425,2.1747405820178143,4.729496599075181,12.395894287239608,0.38956839977967767,0.24823641037386968,0.3052987571041838,0.09320733108935941,0.9043413496766437
ASL,tornado,5,10.035551665312807,9.827228424876516,1.3509451482297647,1.825052793525541,12.072077555878728,0.47644901619678776,0.5002944205450515,0.12499892315458734,0.015624730789806432,0.6772094838444676
VSL,chúc thọ,3,10.030263965533608,7.782952873599839,3.4965837127320887,12.226097660143319,14.968541528459522,0.38591282222343226,0.4580032414764038,0.1247369232651307,0.015559300025651104,0.4892992396670798
ASL,gloves,2,9.953989549248595,9.953989549248595,0.0,0.0,9.953989549248595,0.3874962564787997,0.3874962564787997,0.06447801566321643,0.004157414503865983,0.45197427214201613
ASL,affect,6,9.943237733890486,9.320894613650658,1.559097475106618,2.4307849368838315,13.372031727293745,0.6354016413153221,0.6610127307218647,0.22632236495936803,0.05122181288080138,0.8883817503862632
VSL,quả đu đủ,3,9.915118130617646,9.428501647862827,0.7096656453652894,0.5036253282117328,10.918585099729663,0.284729534035775,0.1159362157196051,0.25934819962001054,0.06726148864614083,0.6511259179066216
ASL,stay,9,9.865642836259193,8.469574684189846,3.3727490482741507,11.375436142634188,17.263565080738772,0.5657512717254689,0.36434623130682686,0.37417370697718333,0.14000596299304705,1.3891091037583962
ASL,audiologist,4,9.839678622991684,8.808305024427389,3.390261457583254,11.49387275077453,15.356522253335122,0.1398405520177345,0.1289107644871006,0.07741436296499563,0.005992983593276087,0.2540584055760262
ASL,bridge,4,9.810517572772623,9.70219628529437,0.6017319972431515,0.36208139650623206,10.755824974694029,0.5134355471760875,0.5296306892032265,0.27241591024968115,0.07421042815716235,0.7860665752324203
ASL,nurse,6,9.769666466509205,9.949786170527467,1.2305270047819905,1.514196709497737,11.23403281563269,0.5717965536114457,0.355190722077671,0.40261277623969605,0.16209704759143556,1.1586700141505555
ASL,conquer,4,9.754763516289907,9.523319269751354,2.1634440946458655,4.6804903506580695,12.57531177007007,0.3905787359338395,0.2058907725224386,0.3708133818179599,0.13750256413527212,1.0240069615985656
ASL,adopt,6,9.732632707888591,10.016176408791098,2.3529979752473924,5.536599471518329,12.438451995306085,0.4349343500386505,0.16854998106471292,0.42085944839053957,0.17712267529958922,1.1086601497543342
ASL,sweep,4,9.643751009027282,9.557871687243482,3.2174859190802625,10.35221563947976,13.907976377046925,0.3393131423973549,0.23869525074028147,0.18870602247162457,0.03560996291706128,0.6652662458311436
ASL,physician,6,9.632237694809804,9.11643711091294,1.7473294177626817,3.0531600941788724,12.628569473880045,0.4962208900543031,0.4522720143432169,0.09909024036092062,0.009818875734785022,0.6520627299723689
ASL,doctor,10,9.493477368140663,9.173721493530959,2.222411207867389,4.939111576854588,14.036754254139932,0.5692486979672883,0.5630986498093143,0.23797222846775157,0.056630781521907744,0.9287255324924262
ASL,new york,4,9.482330300231755,9.153020235941794,1.8769422170602965,3.522912086183221,12.109249980765473,0.45729528684939036,0.38502489149649993,0.3141194617099591,0.09867103622495443,0.921080053196314
VSL,xe cứu hỏa,2,9.45515894298297,9.45515894298297,0.0,0.0,9.45515894298297,0.3960815825352365,0.3960815825352365,0.31672251769485193,0.1003131532149658,0.7128041002300884
ASL,bicycle,6,9.43019968718122,6.927153957124094,6.012514061052646,36.15032533435578,22.86234200162342,0.2097626730504536,0.18404664556754347,0.0777563649735839,0.006046052293905185,0.3807335145277162
ASL,interest,10,9.395377031515347,8.976559284444491,1.3545641796893493,1.8348441168974798,12.164160667989936,0.6153433903248947,0.6576918276232714,0.24318989319883733,0.059141324154061904,0.9580193577312046
ASL,surgery,7,9.362790327729344,8.148440893237463,2.430323939253547,5.906474449708878,13.42244743075044,0.5077798561746508,0.48152851787555073,0.15395836700469673,0.023703178770752894,0.6694704598512008
ASL,letter,11,9.332428144861478,9.337010370850006,0.6654300507365757,0.4427971524232817,10.11681650540085,0.5598795785178946,0.4635395817082413,0.21257943727676426,0.04519001715290575,0.9615662666555865
ASL,reveal,5,9.315814577912802,7.047750160202274,3.5965187230703295,12.934946925395433,15.872088766801044,0.40929777468308937,0.17901062869316053,0.3440009686081843,0.11833666640336901,0.9127714515516241
ASL,iron,4,9.298719188950061,7.663820277853787,3.742866153093472,14.009047039972726,15.656015690409836,0.2993768319277774,0.31011699286530936,0.0907347482887157,0.008232794547016595,0.3979495951601756
ASL,crush,4,9.235779840060365,9.462726868784529,2.685879941638592,7.213951060896525,12.692964264171952,0.5229926086094218,0.45064437272077146,0.2249266381564353,0.050591992552355976,0.8901295030481489
ASL,economy,5,9.226396983211142,7.534242755644107,3.30540053225388,10.925672678624235,13.478136588801961,0.36470579781891926,0.2428163575448289,0.24726577206695943,0.06114036203586953,0.8121741987926401
ASL,summon,5,9.128819436497384,10.177163180549474,1.613041404290668,2.60190257195601,10.47646172998567,0.4933424893889759,0.5498416546465588,0.12648234240393808,0.01599778293998703,0.6557825804452739
ASL,peanut butter,5,9.063237399562377,9.325338743950137,2.6149719423566453,6.838078259312487,13.442760154182265,0.35524636953561384,0.3025658122886715,0.17252647905249088,0.029765385974249575,0.5584388600785908
VSL,hệ thống,3,9.056268913049392,6.952421965016907,3.191764321570547,10.187359484450694,13.566719565087638,0.16192411535723958,0.1735658368481251,0.030618456972845466,0.0009374899073979892,0.1922223299272513
ASL,double,6,9.031522582528162,9.0191199111047,1.7088188432040374,2.920061838889185,11.800744381090249,0.2846397685215519,0.23654834952862197,0.1965864352785955,0.038646226535545426,0.688488949595127
ASL,mean,8,9.005689278596382,9.341418448670563,2.031798739403938,4.128206117443431,11.925595514827462,0.5828352925513108,0.5061780490328309,0.2960022577506971,0.08761733659351013,1.2006894655557427
ASL,cup,6,9.000129731031349,8.659098554191202,1.3026596803738013,1.6969222428715744,10.751452382957536,0.4609321216907805,0.47827264421126436,0.24138100995641434,0.058264791967578604,0.7435729733032771
ASL,spirit,7,8.995201123620312,8.99465855501776,1.6458853682646002,2.7089386454674984,11.063922138941843,0.5452215558836485,0.5806906252841282,0.09214493117531203,0.00849068834130299,0.6595976474264598
ASL,chocolate,6,8.981044924891641,8.884012012946778,1.4963825205296781,2.2391606477467527,10.946430721678281,0.5738788728942804,0.6462345708400634,0.22356312980721985,0.049980473009199826,0.8607700465426299
ASL,impossible,6,8.956239777624967,8.300733621701028,2.819582855598751,7.950047479586407,14.15965550681908,0.4478327516419651,0.3730330702598727,0.37227841906020254,0.13859122129796378,1.0214752822488542
ASL,soul,5,8.901766912894711,8.356957137567317,1.3786687523570942,1.900727528725867,11.40430854965273,0.4876211273665373,0.4935325238188466,0.15789997183872634,0.024932401106670575,0.7069203322737225
VSL,trốn chạy,3,8.862166247190313,6.880053622656503,3.014170547221362,9.085224087736725,13.12144199660535,0.34374588579029347,0.03007797601740747,0.44837112209460356,0.20103666312837387,0.977826450383492
ASL,draw,6,8.797700593042522,8.554954505603337,2.4390357942408385,5.948895605588038,13.118269978890277,0.6305524097045475,0.6296787049709381,0.11467070819038705,0.013149371316884899,0.7805492111832625
ASL,cake,8,8.791579583289517,9.53668321841417,2.372436588949857,5.628455368588032,11.786431608546781,0.3370018236638483,0.2789114342751681,0.24878663994289774,0.06189479221407704,0.7769804769639842
ASL,empty,5,8.781335948418127,7.886162545572864,1.3554383555710905,1.837213135753262,10.829547230496098,0.515215082256602,0.33255521183957515,0.3158539676152361,0.09976372885828662,0.9175844063346759
VSL,kẹo,3,8.76983755172394,6.675130443393963,3.0925436882746684,9.563826463887489,13.14208077226361,0.5380068026684995,0.7468011358023113,0.3455592423456693,0.11941118997051302,0.8162589269596517
ASL,graduation,5,8.763166068004002,9.26150570077493,1.5316454879244699,2.3459379006793877,10.907455156780983,0.45765005448339463,0.34317187422799555,0.250664393020189,0.06283263792817978,0.8872639617703133
ASL,correct,9,8.759992958488176,9.231210217825675,1.7868274056863835,3.192752177711932,11.272867219184079,0.5988089380066723,0.6796589988682888,0.22874307293801882,0.0523233934171278,0.9168283113457287
ASL,sauce,4,8.756806920493815,8.741482400581475,1.9615900938800133,3.847835696408199,11.460750280742358,0.6845213910022082,0.5999114684884568,0.5246887075607508,0.2752982398417711,1.398672778588868
ASL,lock,6,8.730963096710923,8.920034848245002,2.146557892041515,4.607710783885712,11.478860483307457,0.23649632754083547,0.2610311526930765,0.11010907335093746,0.012124008034202126,0.41059350854566
VSL,quả bưởi,3,8.727038781482685,7.075758311701981,3.095587912314697,9.582664522868866,13.063939672019938,0.37173014878757954,0.011853620799167852,0.5093180023935295,0.2594048275621354,1.0920145100152692
ASL,graduate,10,8.722919841629862,7.985869042716732,2.1786776983217284,4.746636513164465,13.342708679843968,0.4316244098368346,0.4130354798515312,0.24067602056587523,0.0579249468754256,0.9574591092397553
ASL,erase,5,8.695577068092721,10.03636875512257,2.8896230070051447,8.349921122613454,12.47438518097855,0.43055618442737853,0.2551168180931662,0.25990366819141486,0.06754991673935307,0.81218696425184
ASL,narrow,4,8.687412278751221,8.92997057705357,1.483115049986756,2.1996302514972177,10.15153252162546,0.343499409809924,0.3575159196520903,0.09400565679474797,0.008837063509411944,0.4444074237001071
ASL,center,7,8.677411174225806,7.050163476955936,3.9169837466474346,15.342761671500174,16.780798703895286,0.2620314699691426,0.20930940021094901,0.15240972369609898,0.023228723877121233,0.5948739247146678
ASL,jump,6,8.651791392952076,8.194116455009379,2.437172498741339,5.939809788621101,13.24265447695338,0.3167661295682878,0.24901373534268795,0.20067509448860324,0.04027049354800984,0.714658249797
ASL,violin,7,8.6382656295372,9.115554864695897,1.711731352100644,2.9300242217642993,10.87617223912677,0.47832839717742726,0.5259367237285274,0.18607450801322423,0.03462372253236345,0.7551720113567263
ASL,chop,7,8.608211171882568,8.024206410690455,2.2377609028661034,5.0075738583961185,12.846182612665025,0.5452829596899988,0.5006062479378071,0.2947155902805401,0.0868572791544072,0.9599836085768303
ASL,catch,9,8.59199924295271,8.73265212419609,1.9787802738394744,3.9155713721362257,12.198700279271437,0.397013451605807,0.34321282954939625,0.23894538440192878,0.057094896726985506,0.919423668810152
ASL,read,6,8.586290346426097,8.262948017033242,3.5081094929316445,12.30683221439712,15.167678470471056,0.512164596375745,0.4690062853110672,0.1677349244419088,0.028135004877532854,0.8450161453539142
ASL,rise,7,8.573066737721216,7.0489842971636545,3.3264818046351206,11.065481196568527,14.61487478586456,0.5357631170611747,0.4708388896900898,0.23729744058646776,0.0563100753088882,1.0050784338412293
ASL,principal,5,8.563146416269984,8.525431726969588,2.1412898656907227,4.585122288909792,11.87140271528428,0.3752642732944159,0.2724326589148327,0.2785108724993001,0.07756830610032142,0.8620149665830499
ASL,pilot,4,8.554974889079244,7.9446662365632825,2.075927409835336,4.309474610905647,11.838126479528047,0.286809354064877,0.20667134125806985,0.18164224702312953,0.03299390590361161,0.5894400484686997
ASL,vacant,4,8.553463242757124,7.916016448574465,2.4376145633432804,5.941964759423251,12.261076730340683,0.478116894767185,0.43428024733324866,0.2289294500720447,0.05240869311028881,0.8103385437826147
ASL,due,6,8.545585797909697,8.25130193731019,1.7926907022080554,3.2137399537832105,10.919613585416855,0.4100747382296255,0.4441385063671235,0.1471599465019258,0.021656049854449664,0.5851346302487546
VSL,đèn pin,3,8.534026719447715,7.468275651954665,2.3023440519799734,5.300788133687562,11.731355892711056,0.5364847842450134,0.5241688993338806,0.38346644608237157,0.1470465152710444,1.0121701616186136
ASL,monster,5,8.532910249970445,6.5925256834232435,3.5473067950346286,12.583385498098847,15.330793417619098,0.3924478290053859,0.3864453292587765,0.12392634935513858,0.015357740064491856,0.5925023766981884
ASL,blame,6,8.515329841538962,9.094994407146526,1.430351966112027,2.0459067469605414,9.558439615540719,0.5674151311958938,0.44831792786343705,0.21261517493604443,0.04520521261308477,0.8666532035304865
ASL,hop,4,8.488679291961347,8.938955444458802,2.1641382224166947,4.683494245724892,10.92378996301752,0.2370502993295506,0.19289276614817785,0.12749385481075898,0.01625468301450689,0.4461319861163542
ASL,thousand,6,8.476952002688236,8.117843575578428,1.9565396996948305,3.828047596481938,11.189153968127432,0.22111706633528053,0.23321196070992373,0.050989906224921305,0.0025999705368262684,0.27654886127270917
ASL,secretary,10,8.475270073149526,8.990029503232542,2.8607011154041997,8.183610871674833,13.67730542463564,0.5764864170872293,0.4650924334147757,0.3020974140456383,0.09126284757306181,1.1518748715335492
ASL,check,11,8.455486872727603,8.068432364858538,1.6770345771455122,2.8124449729416265,11.15020005274556,0.6088939745465431,0.5657974279372663,0.1297611335839408,0.016837951788989333,0.8702348048662732
ASL,print,6,8.455359628629077,8.395046193595086,1.0563721123046772,1.1159220396550456,10.153658744004316,0.4999115462695005,0.47159374885452476,0.1844019423485714,0.03400407634192586,0.8739498016047369
ASL,day,9,8.395419957418028,7.804566456619952,2.9026725076642275,8.425507686749736,15.041256371313377,0.48715603072329905,0.41073250975256625,0.26282129866319004,0.06907503503100573,0.9692590396157609
VSL,toà án,3,8.37412636185821,6.4074241407700026,2.9447065585621237,8.671296716038787,12.53647210187768,0.4680797040114375,0.05853716433998246,0.5822055751673347,0.3389633317559271,1.2914390264180837
ASL,helicopter,8,8.367891611180728,8.234064098717889,0.923910219709016,0.8536100940827622,9.989721367151198,0.4845332710869144,0.49359790073412674,0.23984761942914773,0.05752688054582929,0.820353755078167
ASL,publish,6,8.350613847030978,8.365969631705687,1.105663447946668,1.2224916601253142,9.855853525173233,0.5255133841728994,0.5847947268882452,0.2468156013513415,0.06091794107042433,0.786773659701573
VSL,cây bàng,2,8.34063373830896,8.34063373830896,0.0,0.0,8.34063373830896,0.59022954035614,0.59022954035614,0.39376547013849894,0.1550512454733931,0.9839950104946389
ASL,soap,7,8.336750501855175,6.893541099101057,2.668558484413621,7.121204384735924,12.18871931941025,0.2950440937423947,0.30461078050244905,0.20467284485098977,0.041890973419397334,0.7160344521282029
ASL,diamond,6,8.334861180581717,7.691574536355374,2.0865238072493533,4.353581598218336,11.989998927563049,0.47401016801569146,0.3419551332410217,0.3886957471703984,0.1510843838683543,1.3021986742325853
ASL,power,7,8.323256346037251,8.279160293985676,1.5207791405942177,2.312769194466487,10.141307785389673,0.3752573207374444,0.2797146716431169,0.2603006061886727,0.06775640558219047,0.9690690637719377
ASL,dismiss,4,8.322578328388762,8.855891590716263,1.0796474760834907,1.1656386726134516,9.115419110332281,0.34743211681320213,0.37304817579574606,0.10536696947951854,0.011102198257297791,0.45507540689464865
ASL,hide,5,8.317936665188004,6.723516298856875,4.0181328238194665,16.1453913898554,16.283954943037777,0.3704922233734941,0.35851622280741113,0.09610969023452277,0.009237072556975923,0.5321996918007815
ASL,cheat,10,8.277635951722463,8.399938593890479,1.8731862520958604,3.5088267350409366,11.649433423750967,0.5525716233237706,0.5087107671085096,0.4548205553117443,0.20686173753408346,1.1994761583269622
ASL,protect,6,8.275799587076955,8.127019299857094,2.126575926126467,4.5223251695806415,10.74416060185304,0.5254266080557656,0.17077724964868707,0.5600483729200867,0.31365418001043655,1.3251167480163693
ASL,score,11,8.268171727906246,8.63610985585398,1.6795583766086986,2.8209163404364466,10.335390526323307,0.6002872517906274,0.6753234259924006,0.23930209654472037,0.05726549341069866,0.9604568652770096
ASL,sweden,4,8.264454597969156,9.370525126932787,2.08084018110705,4.329895859309621,9.640076815541104,0.4127580228490588,0.36881888093109505,0.22478114206157496,0.050526561826505945,0.7384927926248874
ASL,form,9,8.257616890474278,8.726715169653072,1.2308885031078718,1.5150865070831374,9.606784429487034,0.5125837092926053,0.5373546337289442,0.06203449235676749,0.003848278241961844,0.6008964356589404
ASL,student,8,8.244828848928098,7.034990327684673,3.3036041937601297,10.913800669029516,14.642312368742008,0.23781338453279402,0.18275233409981056,0.18436189320347487,0.03398930766556948,0.6514199864042565
ASL,debate,4,8.241964089678435,8.286262978425484,2.396423961140744,5.742847801529494,11.479295455159123,0.44428588965678273,0.199146945228094,0.5013896146142103,0.25139154564298627,1.3011749288217773
ASL,cut,8,8.240549712991623,7.643350407441792,2.068127010438943,4.277149331307121,11.82979085697922,0.5096451142241422,0.28612001538536275,0.37705070290313764,0.14216723255975017,1.1317206256656793
ASL,crash,9,8.238166391421224,7.111231670854024,2.94864567131019,8.694511294936321,14.915776618555853,0.49492589751243504,0.4407097133261235,0.3325375141596225,0.11058119832346115,1.3404726621178813
ASL,event,7,8.2322682541437,8.54948068559484,1.281817519307218,1.6430561528029102,9.986161451126081,0.609982985541601,0.5831874792614584,0.12163229426686303,0.014794415008620762,0.794349563951931
VSL,Thừa Thiên – Huế,3,8.22459279240462,7.913644715548307,1.185689432535497,1.405859430426349,9.807047074481593,0.48224237903735956,0.4739376825924967,0.05586339813807443,0.0031207192515330176,0.5544340753608608
ASL,purchase,4,8.22208704635333,8.134786121071926,2.6384557094446803,6.961448530701231,11.951969953714624,0.22975310112988226,0.18653261034856317,0.15184938146728866,0.02305823465199815,0.46795879959426334
ASL,stress,8,8.198555243730793,7.7202173409052826,2.113267374527133,4.465898996240802,12.118405303460582,0.481253943401124,0.283648971414369,0.3600259602770697,0.12961869207342616,0.9996732757358332
ASL,dive,9,8.180366996728388,8.317274310864255,1.7763845912283782,3.1555422159536124,10.408874711849915,0.5503514432236137,0.43246987265306125,0.29153521397828636,0.0849927809893652,0.922771944829387
VSL,xưa,3,8.17944607593733,7.243906390145407,2.168974749166431,4.704451462521582,11.17708771716886,0.1827372052963404,0.17418743877558607,0.13274830824724126,0.017622113342504585,0.3494262078108247
ASL,waste,5,8.175569643296734,8.258815806689778,2.0749491670517712,4.30541404584884,11.574313660385917,0.3078586302155414,0.26577624063981964,0.08507048183065112,0.007236986878899142,0.47113287502576084
ASL,once,5,8.174321639582251,7.981461441828685,1.4395444397757093,2.072288194089161,10.13109148724623,0.3797809722882518,0.260118901743317,0.2014258342158468,0.040572366689549805,0.6622817171969859
ASL,fork,4,8.162139422304088,7.894004752104524,1.626022854746553,2.64395032415813,10.694458972976548,0.42887908082774967,0.3952943509256622,0.19965986490217233,0.039864061652753705,0.7028444358049046
ASL,reduce,5,8.157127456195163,7.280220087398835,2.824740579438898,7.979159341128801,13.41341900109803,0.3764757093000046,0.3073007485726019,0.22110088628074306,0.04888560191413007,0.8010732465200495
ASL,cover,5,8.156846346653827,7.951068171634604,1.3016974876403449,1.6944163493291857,10.424888850729818,0.6296128956544352,0.45072600003761465,0.24884004028628656,0.06192136564968072,1.0141934798850138
ASL,music,8,8.15674870511555,8.940122958779085,1.7926744835478998,3.213681803963729,10.075537607583946,0.5316818390660702,0.5557790798927902,0.12521091769331877,0.015677773909603048,0.6751139443785537
ASL,iran,7,8.149474917641315,7.683041188868562,1.7652068089955995,3.1159550785244265,11.85946396413476,0.46838568572170797,0.47692183048491243,0.12226724291807863,0.014949278690788449,0.6511956675908079
ASL,diarrhea,6,8.134302542569449,7.591788259927449,2.18161628104102,4.75944959770325,12.173953745389118,0.5453242430930021,0.49650456723014497,0.13273123004521017,0.017617579429314505,0.8231970282750724
ASL,bottle,7,8.120247058128665,8.305641101221298,1.760938831724262,3.1009055690744085,10.492228622112759,0.44675812879907845,0.42661792233126783,0.18283804372457665,0.0334297502330302,0.849928335489165
ASL,defeat,4,8.11592272889769,8.425495084109684,2.30324235782127,5.304925358862083,10.745301974410767,0.46789930637371024,0.268293738859562,0.3746873853509695,0.14039063674114594,1.1139621690412107
ASL,human,4,8.115432991833357,8.088064222648928,0.8196543017231906,0.6718331743333312,9.301103374455108,0.4959861878866248,0.46949291826933565,0.3231096407962102,0.10439983997545599,0.8823631027755109
ASL,evidence,7,8.088260468576786,6.197282127542786,4.4940267159196745,20.196276123399777,18.90833673878545,0.3512636191639292,0.32696720663387824,0.05572593420327718,0.003105379742827977,0.4296383108233719
ASL,business,7,8.080452904161758,7.475746069871246,2.873713130640589,8.258227157216135,12.764558426195405,0.4711396427851594,0.344416305872398,0.3058696270654779,0.09355622876117453,1.1209597379799578
ASL,inspect,5,8.072389219809697,6.797109216033609,2.3757411983115606,5.644146241354851,11.407019960310809,0.4287345963643894,0.3758475917639985,0.17656670730167845,0.03117580212735659,0.7533077076819888
ASL,deep,8,8.042882210571673,8.198672628167735,1.2071703711224562,1.4572603049159287,10.096239021743282,0.5290994863239101,0.5008302048027478,0.27707725590453913,0.07677180573958947,1.0230656993661738
ASL,every monday,5,8.031253356574087,5.699827797911968,4.517772851827566,20.410271540710173,16.345309949574812,0.45997480969364835,0.4421493320300094,0.26824346684332345,0.07195455750412516,0.7872480256500327
ASL,vomit,9,8.00670112661337,7.537608869219201,2.0499410395302404,4.202258265550324,13.429835269443569,0.47604451470006215,0.45447288978076983,0.34417348697096123,0.11845538913375044,1.0357510549894875
ASL,sing,5,7.996238490444017,7.785566504575838,2.1535678825349374,4.637854624686014,11.754265980490302,0.44667390652409444,0.4094906567788702,0.10409447353023897,0.010835659419537621,0.5832337003602341
ASL,expensive,8,7.992949183944788,7.881717384093541,1.92398494367883,3.701718063502831,11.125757678293278,0.3941586591890155,0.3838244895809226,0.16132744381322103,0.026026544127307993,0.6041142865475411
ASL,skunk,5,7.986445905803234,5.849470246419563,3.452102081681222,11.917008782347825,13.756876937713905,0.32971854917007437,0.27615550779207776,0.10910319632683241,0.011903507448731337,0.49545975473083137
ASL,neighbor,7,7.977725328004675,7.7742287491634565,2.0536013217262847,4.217278388595944,12.593186109416335,0.4947854292158532,0.49573978669540186,0.19204484602449856,0.036881222884573364,0.7948988400663713
ASL,country,9,7.968107096125812,7.427169198850662,1.2888822424854813,1.661217434994403,9.916455457333578,0.460952810377299,0.35293851348149863,0.28993295557184945,0.08406111872662804,0.9368490305894837
ASL,hockey,5,7.9679305264961044,7.592474036056796,0.7336241027846951,0.5382043241866489,9.195784056535587,0.5349649366429517,0.6432214327218264,0.25822780656092237,0.06668160008126513,0.8519497801554619
ASL,article,4,7.947190450845055,7.961347999328538,1.7250995492493708,2.975968454820382,9.843584938602012,0.4429289791757238,0.44223252563341575,0.22553491803385312,0.05086599925253684,0.7348303143166811
ASL,get up,6,7.939549166145313,8.542434764028823,1.342578667951513,1.8025174796384589,9.274636662069037,0.4295423637441608,0.4377298134815969,0.13159144004637688,0.017316307093479203,0.6657205600422318
ASL,temple,6,7.938645764098156,8.00335921338136,1.791641435546536,3.2099790335672522,10.06611463911993,0.43658380210416864,0.21008391900658502,0.378006758831844,0.14288910972255586,1.0078376368313544
VSL,cây ăn quả,3,7.927752144443642,6.438546638143225,2.487566213331789,6.187985665709854,11.43255031070651,0.1849639032897725,0.12280611541210285,0.14340358038664355,0.020564586867708543,0.38322290177510765
ASL,river,5,7.9248117205131745,8.058273116943406,1.4016422757067846,1.9646010690484939,9.741825670301012,0.2986068906539304,0.28376374636269885,0.16333653266827033,0.02667882290409294,0.5911575190989075
ASL,nun,4,7.919820568146905,7.723513640906586,1.685087051747911,2.839518371968467,10.310755059437454,0.35905506372679247,0.26295890554259094,0.22699750133057137,0.05152786561032275,0.7401768341994024
ASL,appointment,10,7.916207881218386,8.378398767858396,2.8235931523548037,7.9726782900249376,13.27329305285253,0.27717916433220974,0.23282514257339926,0.15712664569193424,0.02468878278639864,0.5945818002973846
