dataset,label,num_samples,mean_frames,std_frames,min_frames,max_frames,sequence_length_variance
ASL,audiologist,4,74.5,10.874281585465774,60.0,85.0,118.25
ASL,audiology,4,62.25,3.897114317029974,60.0,69.0,15.1875
ASL,august,6,67.83333333333333,17.515865823748353,60.0,107.0,306.8055555555556
ASL,aunt,7,64.57142857142857,10.404080832018929,60.0,90.0,108.24489795918369
ASL,australia,9,62.111111111111114,5.9711239300197345,60.0,79.0,35.65432098765432
ASL,austria,4,65.0,8.660254037844387,60.0,80.0,75.0
ASL,author,4,68.25,10.638961415476606,60.0,86.0,113.1875
ASL,authority,5,60.4,0.7999999999999999,60.0,62.0,0.6399999999999999
ASL,autumn,7,62.714285714285715,6.6486150161257696,60.0,79.0,44.20408163265307
ASL,available,4,62.25,3.897114317029974,60.0,69.0,15.1875
ASL,average,5,63.8,6.209669878504008,60.0,76.0,38.55999999999999
ASL,avoid,7,62.142857142857146,5.248906591678239,60.0,75.0,27.55102040816326
ASL,awake,5,60.6,1.2000000000000002,60.0,63.0,1.4400000000000004
ASL,award,3,60.0,0.0,60.0,60.0,0.0
ASL,aware,4,61.0,1.7320508075688772,60.0,64.0,3.0
ASL,away,6,62.833333333333336,4.487637339278753,60.0,72.0,20.138888888888882
ASL,awful,8,61.25,3.307189138830738,60.0,70.0,10.9375
ASL,awkward,7,66.85714285714286,10.96003873075236,60.0,87.0,120.12244897959184
ASL,b,4,60.0,0.0,60.0,60.0,0.0
ASL,baby,9,62.22222222222222,4.365973934308556,60.0,74.0,19.06172839506173
ASL,babysitter,4,67.75,7.790218225441442,60.0,79.0,60.6875
ASL,back,7,60.714285714285715,1.749635530559413,60.0,65.0,3.061224489795918
ASL,background,5,63.2,6.3999999999999995,60.0,76.0,40.959999999999994
ASL,backpack,8,60.0,0.0,60.0,60.0,0.0
ASL,bacon,7,62.0,4.898979485566356,60.0,74.0,24.0
ASL,bad,10,60.3,0.9,60.0,63.0,0.8099999999999999
ASL,bake,7,60.42857142857143,1.049781318335648,60.0,63.0,1.1020408163265307
ASL,balance,10,62.3,4.196427051671457,60.0,72.0,17.610000000000003
ASL,bald,7,66.14285714285714,12.665234433886571,60.0,97.0,160.4081632653061
ASL,ball,9,64.44444444444444,8.301420375267933,60.0,85.0,68.91358024691357
ASL,balloon,9,63.111111111111114,6.118177732416091,60.0,78.0,37.4320987654321
ASL,banana,9,62.888888888888886,4.6294814791110355,60.0,74.0,21.432098765432098
ASL,bank,3,87.0,38.18376618407357,60.0,141.0,1458.0
ASL,baptize,5,61.6,1.9595917942265424,60.0,64.0,3.84
ASL,bar,11,64.63636363636364,8.304136179395808,60.0,88.0,68.9586776859504
ASL,barely,9,60.22222222222222,0.628539361054709,60.0,62.0,0.39506172839506176
ASL,bark,8,62.25,4.380353866983808,60.0,73.0,19.1875
ASL,baseball,6,61.333333333333336,2.98142396999972,60.0,68.0,8.888888888888891
ASL,basement,6,62.5,5.5901699437494745,60.0,75.0,31.25
ASL,basic,4,65.25,9.093266739736606,60.0,81.0,82.6875
ASL,basketball,12,60.916666666666664,3.0402393911591163,60.0,71.0,9.243055555555555
ASL,bath,7,61.857142857142854,4.549052379454473,60.0,73.0,20.693877551020403
ASL,bathroom,7,61.857142857142854,4.549052379454473,60.0,73.0,20.693877551020403
ASL,battery,3,60.0,0.0,60.0,60.0,0.0
ASL,battle,4,69.5,11.05667219374799,60.0,87.0,122.25
ASL,bear,7,65.28571428571429,11.041665062251198,60.0,92.0,121.91836734693875
ASL,beard,9,62.333333333333336,6.599663291074443,60.0,81.0,43.55555555555556
ASL,beautiful,7,61.857142857142854,4.549052379454473,60.0,73.0,20.693877551020403
ASL,because,10,60.8,2.4,60.0,68.0,5.76
ASL,become,5,65.8,11.6,60.0,89.0,134.56
ASL,bed,13,61.15384615384615,3.997040325158947,60.0,75.0,15.976331360946741
ASL,bedroom,6,68.83333333333333,18.02236265187102,60.0,109.0,324.8055555555555
ASL,bee,6,60.0,0.0,60.0,60.0,0.0
ASL,beer,8,60.375,0.9921567416492215,60.0,63.0,0.984375
ASL,before,16,61.875,4.013648589500581,60.0,74.0,16.109375
ASL,beg,5,60.0,0.0,60.0,60.0,0.0
ASL,beginning,7,60.0,0.0,60.0,60.0,0.0
ASL,behavior,5,77.8,30.400000000000002,60.0,138.0,924.1600000000001
ASL,behind,5,62.4,4.8,60.0,72.0,23.04
ASL,belief,7,63.42857142857143,6.9045976991968985,60.0,80.0,47.6734693877551
ASL,believe,7,62.857142857142854,6.998542122237651,60.0,80.0,48.979591836734684
ASL,bell,6,62.5,3.640054944640259,60.0,69.0,13.25
ASL,below,6,63.166666666666664,7.080881928749334,60.0,79.0,50.13888888888889
ASL,belt,7,61.857142857142854,4.549052379454473,60.0,73.0,20.693877551020403
ASL,benefit,7,61.142857142857146,2.799416848895061,60.0,68.0,7.836734693877553
ASL,berry,5,60.0,0.0,60.0,60.0,0.0
ASL,beside,5,64.2,8.4,60.0,81.0,70.56000000000002
ASL,best,5,60.0,0.0,60.0,60.0,0.0
ASL,bet,6,60.0,0.0,60.0,60.0,0.0
ASL,better,5,65.0,10.0,60.0,85.0,100.0
ASL,between,6,60.0,0.0,60.0,60.0,0.0
ASL,bible,4,70.0,9.72111104761179,60.0,85.0,94.5
ASL,bicycle,6,64.16666666666667,5.899623340142619,60.0,73.0,34.80555555555555
ASL,big,9,60.55555555555556,1.5713484026367721,60.0,65.0,2.469135802469135
ASL,bike,4,63.0,5.196152422706632,60.0,72.0,27.0
ASL,binoculars,4,60.0,0.0,60.0,60.0,0.0
ASL,biology,6,61.833333333333336,3.6704525909242065,60.0,70.0,13.47222222222222
ASL,bird,10,60.0,0.0,60.0,60.0,0.0
ASL,birth,6,60.0,0.0,60.0,60.0,0.0
ASL,birthday,6,60.5,1.118033988749895,60.0,63.0,1.25
ASL,bite,6,60.0,0.0,60.0,60.0,0.0
ASL,bitter,8,60.25,0.6614378277661477,60.0,62.0,0.4375
ASL,black,10,60.0,0.0,60.0,60.0,0.0
ASL,blame,6,60.0,0.0,60.0,60.0,0.0
ASL,blanket,10,61.2,2.749545416973504,60.0,69.0,7.56
ASL,blend,5,60.0,0.0,60.0,60.0,0.0
ASL,bless,6,62.5,4.0722639076235385,60.0,71.0,16.583333333333332
ASL,blind,8,61.875,3.3330729064933458,60.0,69.0,11.109375
ASL,blood,5,65.4,6.216108107168021,60.0,73.0,38.64
ASL,blow,5,66.2,5.15363949069005,60.0,72.0,26.559999999999995
ASL,blue,8,61.0,1.3228756555322954,60.0,64.0,1.75
ASL,boast,4,74.5,12.737739202856996,60.0,95.0,162.25
ASL,boat,8,68.125,9.102712507818755,60.0,85.0,82.859375
ASL,body,6,62.666666666666664,5.120763831912404,60.0,74.0,26.22222222222221
ASL,boil,4,70.0,10.862780491200215,60.0,86.0,118.0
ASL,bone,4,62.0,2.1213203435596424,60.0,65.0,4.5
ASL,book,6,63.333333333333336,6.599663291074443,60.0,78.0,43.55555555555555
ASL,bookshelf,3,67.33333333333333,8.993825042154695,60.0,80.0,80.8888888888889
ASL,bookstore,4,77.5,10.307764064044152,64.0,88.0,106.25
ASL,boots,3,77.33333333333333,20.417857108151406,60.0,106.0,416.8888888888889
ASL,bored,7,61.57142857142857,3.4582052676886295,60.0,70.0,11.959183673469386
ASL,borrow,6,64.5,8.401388774085707,60.0,83.0,70.58333333333333
ASL,boss,7,60.0,0.0,60.0,60.0,0.0
ASL,both,6,71.33333333333333,10.386957633921922,60.0,91.0,107.8888888888889
ASL,bother,8,66.875,8.34322329798262,60.0,83.0,69.609375
ASL,bottle,7,66.42857142857143,7.925675146674399,60.0,81.0,62.81632653061225
ASL,bottom,8,67.75,12.968712349342937,60.0,97.0,168.1875
ASL,bowl,6,68.5,11.071735786828247,60.0,91.0,122.58333333333333
ASL,bowling,13,63.15384615384615,6.9153803371253995,60.0,85.0,47.822485207100605
ASL,box,7,69.57142857142857,9.678505534831041,60.0,88.0,93.6734693877551
ASL,boxing,4,71.75,12.376893794486563,60.0,89.0,153.1875
ASL,boy,8,62.375,3.1598061649411346,60.0,68.0,9.984375
ASL,boyfriend,5,69.8,7.858753081755401,60.0,80.0,61.760000000000005
ASL,bra,4,65.0,6.96419413859206,60.0,77.0,48.5
ASL,bracelet,7,67.28571428571429,11.658403293201808,60.0,91.0,135.91836734693877
ASL,brag,6,68.66666666666667,12.391753530294071,60.0,95.0,153.55555555555557
ASL,braid,4,71.75,7.628073151196179,60.0,79.0,58.1875
ASL,brain,4,62.0,3.4641016151377544,60.0,68.0,12.0
ASL,brave,5,64.0,5.692099788303083,60.0,75.0,32.4
ASL,bread,7,69.42857142857143,10.821369636803214,60.0,89.0,117.10204081632652
ASL,break,5,63.2,3.9698866482558417,60.0,69.0,15.76
ASL,breakdown,4,62.0,2.9154759474226504,60.0,67.0,8.5
ASL,breakfast,5,69.8,9.21737489744233,60.0,81.0,84.96000000000001
ASL,breathe,6,66.16666666666667,12.902411488641269,60.0,95.0,166.4722222222222
ASL,breeze,4,78.25,13.626720074911644,60.0,95.0,185.6875
ASL,bribe,3,66.0,7.788880963698615,60.0,77.0,60.666666666666664
ASL,bridge,4,74.5,19.767397400770797,60.0,108.0,390.75
ASL,brief,5,66.6,8.380930735902785,60.0,80.0,70.24000000000001
ASL,bright,6,65.16666666666667,5.3359368645273735,60.0,73.0,28.472222222222218
ASL,bring,8,67.75,10.084022015049353,60.0,83.0,101.6875
ASL,brochure,4,65.25,4.763139720814412,60.0,70.0,22.6875
ASL,broke,5,61.6,2.727636339397171,60.0,67.0,7.4399999999999995
ASL,brother,11,63.0,4.221158824088691,60.0,71.0,17.818181818181817
ASL,brown,8,62.375,2.595067436503337,60.0,67.0,6.734375
ASL,brush,7,67.42857142857143,9.766665505792693,60.0,88.0,95.38775510204083
ASL,buffalo,5,60.0,0.0,60.0,60.0,0.0
ASL,bug,4,60.0,0.0,60.0,60.0,0.0
ASL,build,6,66.66666666666667,10.044346115546242,60.0,86.0,100.88888888888887
ASL,building,6,69.33333333333333,10.044346115546242,60.0,86.0,100.88888888888887
ASL,bull,5,62.2,3.9191835884530852,60.0,70.0,15.360000000000003
ASL,bully,6,75.33333333333333,12.485547200218695,60.0,92.0,155.88888888888889
ASL,burp,4,64.0,5.830951894845301,60.0,74.0,34.0
ASL,bus,5,69.4,8.662563131083086,60.0,83.0,75.04
ASL,bush,6,92.0,33.201405592735576,62.0,159.0,1102.3333333333333
ASL,business,7,65.42857142857143,7.442295015789203,60.0,80.0,55.38775510204082
ASL,busy,5,63.2,5.455272678794342,60.0,74.0,29.759999999999998
ASL,but,7,61.285714285714285,3.1493439550069433,60.0,69.0,9.918367346938775
ASL,butter,6,70.0,7.371114795831994,60.0,78.0,54.333333333333336
ASL,butterfly,5,69.0,12.263767773404714,60.0,91.0,150.4
ASL,button,5,71.6,14.207040508142432,60.0,89.0,201.83999999999997
ASL,buy,9,67.44444444444444,9.346551486583596,60.0,85.0,87.35802469135803
ASL,bye,5,62.4,4.8,60.0,72.0,23.04
ASL,cabbage,4,65.75,8.317902379807062,60.0,80.0,69.1875
ASL,cabinet,5,67.2,12.496399481450647,60.0,92.0,156.16
ASL,cafeteria,8,62.75,3.59687364248454,60.0,68.0,12.9375
ASL,cake,8,70.0,15.394804318340652,60.0,106.0,237.0
ASL,calculate,7,64.57142857142857,6.54341856605645,60.0,79.0,42.816326530612244
ASL,calculator,5,62.4,3.006659275674582,60.0,68.0,9.040000000000001
ASL,calculus,5,64.8,7.35934779718964,60.0,79.0,54.160000000000004
ASL,california,9,60.888888888888886,2.514157444218836,60.0,68.0,6.320987654320988
ASL,call,12,61.083333333333336,3.5930101895516833,60.0,73.0,12.909722222222221
ASL,calm,7,65.28571428571429,9.512612465477995,60.0,87.0,90.48979591836734
ASL,camel,4,70.25,14.939461168328663,60.0,96.0,223.1875
ASL,camera,5,62.8,5.6,60.0,74.0,31.359999999999996
ASL,camp,5,62.4,4.8,60.0,72.0,23.04
ASL,camping,5,63.4,4.715930449020639,60.0,72.0,22.24
ASL,can,9,60.55555555555556,1.5713484026367721,60.0,65.0,2.469135802469135
ASL,canada,7,68.85714285714286,10.642617446965243,60.0,88.0,113.26530612244899
ASL,cancel,8,61.5,3.278719262151,60.0,70.0,10.75
ASL,candidate,5,65.0,10.0,60.0,85.0,100.0
ASL,candle,6,64.33333333333333,6.0736223860962,60.0,77.0,36.88888888888889
ASL,candy,13,62.0,5.159010042186836,60.0,79.0,26.615384615384617
ASL,cannot,6,63.166666666666664,7.080881928749334,60.0,79.0,50.13888888888889
ASL,canoe,4,85.5,31.028212968200407,60.0,136.0,962.75
ASL,captain,3,62.666666666666664,3.091206165165235,60.0,67.0,9.555555555555557
ASL,caption,7,69.28571428571429,21.157330953152492,60.0,121.0,447.6326530612246
ASL,car,7,66.42857142857143,11.499778169998919,60.0,94.0,132.24489795918367
ASL,card,8,64.25,7.51248960065836,60.0,80.0,56.4375
ASL,cards,4,62.25,1.479019945774904,60.0,64.0,2.1875
ASL,care,7,75.28571428571429,28.16134273236622,60.0,141.0,793.0612244897957
ASL,careful,9,68.22222222222223,15.222627731825026,60.0,103.0,231.72839506172835
ASL,careless,2,61.5,1.5,60.0,63.0,2.25
ASL,carnival,5,70.0,8.694826047713663,60.0,85.0,75.6
ASL,carrot,9,64.77777777777777,7.5979204432350045,60.0,80.0,57.728395061728406
ASL,carry,7,69.14285714285714,14.004372495031394,60.0,101.0,196.12244897959184
ASL,cat,9,62.0,3.5276684147527875,60.0,71.0,12.444444444444445
ASL,catch,9,62.888888888888886,5.363341504954298,60.0,77.0,28.765432098765434
ASL,category,5,73.8,23.361506800718143,60.0,120.0,545.76
ASL,caterpillar,4,79.0,17.421251390184345,60.0,103.0,303.5
ASL,catholic,5,61.0,1.2649110640673518,60.0,63.0,1.6
ASL,cause,6,62.5,4.0722639076235385,60.0,71.0,16.583333333333332
ASL,ceiling,6,72.5,12.86791876463841,60.0,91.0,165.58333333333334
ASL,celebrate,6,66.16666666666667,8.952032667997189,60.0,82.0,80.13888888888889
ASL,cemetery,6,74.16666666666667,15.65691185671328,60.0,95.0,245.13888888888889
ASL,cent,6,61.5,3.3541019662496847,60.0,69.0,11.25
ASL,center,7,65.71428571428571,11.39817386018211,60.0,93.0,129.91836734693877
ASL,cereal,8,64.875,7.096433963618629,60.0,80.0,50.359375
ASL,certificate,6,67.83333333333333,17.072557577065666,60.0,106.0,291.47222222222223
ASL,chain,7,68.71428571428571,12.38333310443962,60.0,94.0,153.3469387755102
ASL,chair,7,65.57142857142857,6.45549915868286,60.0,74.0,41.67346938775511
ASL,challenge,6,63.333333333333336,6.209312003399052,60.0,77.0,38.55555555555555
ASL,champion,11,60.63636363636363,2.0123585110162416,60.0,67.0,4.049586776859505
ASL,chance,5,60.0,0.0,60.0,60.0,0.0
ASL,change,12,70.33333333333333,11.20515754264774,60.0,91.0,125.55555555555554
ASL,chapter,5,78.0,29.50254226333724,60.0,136.0,870.4
ASL,character,7,69.85714285714286,13.399664936414016,60.0,98.0,179.55102040816323
ASL,chase,6,64.66666666666667,9.994442900376633,60.0,87.0,99.88888888888887
ASL,chat,9,66.33333333333333,10.718623460542352,60.0,89.0,114.88888888888889
ASL,cheap,7,61.714285714285715,2.913725436338734,60.0,68.0,8.489795918367346
ASL,cheat,10,60.1,0.3,60.0,61.0,0.08999999999999998
ASL,check,11,64.45454545454545,6.080724184796598,60.0,74.0,36.97520661157025
ASL,cheerleader,4,60.0,0.0,60.0,60.0,0.0
ASL,cheese,7,62.285714285714285,2.3733211036908783,60.0,67.0,5.63265306122449
ASL,chemical,5,78.8,11.822013364905319,62.0,99.0,139.76
ASL,chemistry,6,67.83333333333333,8.374896350934074,60.0,81.0,70.13888888888889
ASL,cherry,5,61.4,2.8,60.0,67.0,7.839999999999999
ASL,chicago,3,64.33333333333333,6.128258770283413,60.0,73.0,37.555555555555564
ASL,chicken,5,61.4,2.8,60.0,67.0,7.839999999999999
ASL,child,9,62.111111111111114,5.9711239300197345,60.0,79.0,35.65432098765432
ASL,children,7,63.285714285714285,5.969309261650337,60.0,77.0,35.63265306122449
ASL,china,4,60.25,0.4330127018922193,60.0,61.0,0.1875
ASL,chocolate,6,71.5,11.772142257606868,60.0,92.0,138.58333333333334
ASL,choice,8,67.5,13.028814220795383,60.0,92.0,169.75
ASL,choir,6,75.5,18.181950757092412,60.0,110.0,330.5833333333333
ASL,choke,4,60.0,0.0,60.0,60.0,0.0
ASL,choose,8,60.0,0.0,60.0,60.0,0.0
ASL,chop,7,69.14285714285714,11.128195482371684,60.0,89.0,123.83673469387756
ASL,christ,4,63.5,6.06217782649107,60.0,74.0,36.75
ASL,christian,7,69.0,9.350324669687755,60.0,85.0,87.42857142857143
ASL,christmas,8,64.75,7.258615570478987,60.0,79.0,52.6875
ASL,church,6,65.16666666666667,8.989191040107867,60.0,85.0,80.80555555555556
ASL,cigarette,5,62.6,3.3226495451672298,60.0,68.0,11.04
ASL,circle,5,72.8,19.38452991434149,60.0,111.0,375.76000000000005
ASL,city,9,77.44444444444444,34.97018130131603,60.0,173.0,1222.9135802469136
ASL,class,9,62.55555555555556,4.192880503136268,60.0,72.0,17.580246913580247
ASL,classroom,5,74.0,9.797958971132712,60.0,87.0,96.0
ASL,clean,7,66.28571428571429,10.37461580306589,60.0,90.0,107.6326530612245
ASL,clear,5,64.8,9.6,60.0,84.0,92.16
ASL,clever,6,61.333333333333336,2.98142396999972,60.0,68.0,8.888888888888891
ASL,click,4,64.5,7.794228634059948,60.0,78.0,60.75
ASL,climb,5,83.2,34.376736319784634,60.0,150.0,1181.76
ASL,clock,5,78.8,17.13942822850284,65.0,111.0,293.76
ASL,close,8,68.75,15.08931741332258,60.0,103.0,227.6875
ASL,closet,5,84.6,21.518364250100422,60.0,116.0,463.03999999999996
ASL,clothes,5,62.8,4.664761515876241,60.0,72.0,21.76
ASL,cloud,8,67.625,10.942320366357402,60.0,90.0,119.734375
ASL,clown,5,60.0,0.0,60.0,60.0,0.0
ASL,clueless,5,65.0,10.0,60.0,85.0,100.0
ASL,clumsy,5,75.0,15.53061492665374,60.0,99.0,241.2
ASL,coach,6,65.66666666666667,8.73053390247253,60.0,83.0,76.22222222222221
ASL,coat,5,65.4,6.6211781428987395,60.0,74.0,43.839999999999996
ASL,cochlear implant,7,67.85714285714286,12.653949935873456,60.0,92.0,160.12244897959184
ASL,coconut,5,64.4,7.391887445030531,60.0,79.0,54.64
ASL,coffee,7,68.71428571428571,11.731694381513034,60.0,87.0,137.6326530612245
ASL,cold,12,62.166666666666664,4.8790937227681495,60.0,77.0,23.80555555555556
ASL,collect,4,77.25,17.282577932704367,60.0,100.0,298.6875
ASL,college,7,66.14285714285714,6.663945022680343,60.0,77.0,44.40816326530612
ASL,color,8,62.875,3.8547859862773186,60.0,70.0,14.859375
ASL,comb,6,65.83333333333333,8.234412884690418,60.0,81.0,67.80555555555556
ASL,come,6,66.83333333333333,10.172129679778086,60.0,86.0,103.47222222222223
ASL,come here,8,60.0,0.0,60.0,60.0,0.0
ASL,comfortable,7,65.14285714285714,9.948848769417229,60.0,89.0,98.97959183673471
ASL,comma,4,65.75,9.959292143521045,60.0,83.0,99.1875
ASL,command,5,65.8,7.110555533852471,60.0,75.0,50.56
ASL,comment,5,64.0,4.9396356140913875,60.0,71.0,24.4
ASL,commit,4,67.0,8.18535277187245,60.0,80.0,67.0
ASL,committee,5,61.6,3.1999999999999997,60.0,68.0,10.239999999999998
ASL,common,5,71.4,8.73155198117723,61.0,86.0,76.24
ASL,common sense,5,68.2,10.4,60.0,87.0,108.16000000000001
ASL,community,6,71.5,14.361406616345072,60.0,101.0,206.25
