dataset,label,file,sample_id,sample_index,npz_sequence_key,npz_format,video_name,target_frames,source_fps,source_total_frames,train_feature_dim,valid_pose_ratio,valid_left_hand_ratio,valid_right_hand_ratio,valid_face_ratio,num_frames,feature_dim,usable_motion,normalization_scale,has_left_hand,has_right_hand,has_pose,has_face,left_valid_frames,right_valid_frames,left_frame_missing_ratio,right_frame_missing_ratio,hand_frame_missing_ratio,left_point_missing_ratio,right_point_missing_ratio,hand_point_missing_ratio,pose_frame_missing_ratio,pose_point_missing_ratio,face_frame_missing_ratio,face_point_missing_ratio,total_motion,mean_motion,max_motion,motion_variance,mean_velocity,max_velocity,velocity_std,mean_acceleration,max_acceleration,acceleration_std,trajectory_length,displacement,straightness_ratio,direction_change_count,trajectory_bbox_area,hand_face_dist_mean,hand_face_dist_std,hand_body_dist_mean,hand_body_dist_std,left_right_hand_dist_mean,left_right_hand_dist_std
ASL,leader,ASL/leader/32523.npz,32523,0,pose+hands+face+mouth,asl_vsl_extractor_v2,32523.mp4,91,30.0,94,670,1.0,0.7252747252747253,0.7362637362637363,1.0,91,670,True,0.27886447310447693,True,True,False,False,91,91,0.0,0.0,0.0,0.15646258503401356,0.0,0.07823129251700678,,,,,7.504507922567427,0.0833834213618603,0.9654051661491394,0.016818126663565636,2.5015026489893595,28.962154388427734,3.890541627468412,2.0826753665891924,27.71916389465332,5.011322518887384,7.504507933277637,0.256201833486557,0.10090960790480345,128.0,0.4114555809646845,,,,,0.6944896886636923,0.2770197069473245
ASL,leader,ASL/leader/32530.npz,32530,0,pose+hands+face+mouth,asl_vsl_extractor_v2,32530.mp4,99,30.240272521972656,112,670,1.0,0.7272727272727273,0.47474747474747475,0.0,99,670,True,0.14424720406532288,True,True,False,False,77,0,0.2222222222222222,1.0,0.6111111111111112,0.5185185185185186,1.0,0.7592592592592593,,,,,12.085571725852787,0.15902068060332616,0.880373477935791,0.0381370484828949,4.808828710333297,26.62273406982422,5.905535072850183,3.2055342102050783,25.48020362854004,6.868234296035312,12.085571725852787,0.21139287948608398,0.017491342923718206,36.0,0.704871654510498,,,,,,
ASL,leaf,ASL/leaf/32554.npz,32554,0,pose+hands+face+mouth,asl_vsl_extractor_v2,32554.mp4,69,25.0,101,670,1.0,0.6376811594202898,0.6231884057971014,1.0,69,670,True,0.22105930745601654,True,True,False,False,69,69,0.0,0.0,0.0,0.23326432022084198,0.0,0.11663216011042099,,,,,9.38170793838799,0.1379662932115881,1.0046151876449585,0.024299118667840958,3.4491573030896046,25.115379333496094,3.8970435078392507,2.4260604245893993,22.8082332611084,4.914836090809024,9.381707933382131,0.15527243167161942,0.05183125780977261,78.0,0.5041483845561743,,,,,0.7721822516641755,0.5057312086129644
ASL,leaf,ASL/leaf/32555.npz,32555,0,pose+hands+face+mouth,asl_vsl_extractor_v2,32555.mp4,92,30.003061294555664,98,670,1.0,0.6956521739130435,0.6413043478260869,1.0,92,670,True,0.22002826631069183,True,True,False,False,92,92,0.0,0.0,0.0,0.18167701863354035,0.0,0.09083850931677018,,,,,7.433540106751025,0.08168725392034093,0.7249598503112793,0.008776873350143433,2.450867697760299,21.751014709472656,2.810835985007436,1.3791303210788304,20.338857650756836,3.8249835037573816,7.433540103025734,0.17900417745113373,0.05146805201951324,112.0,0.2110978551208973,,,,,0.7126321886544642,0.2016533324881239
ASL,leaf,ASL/leaf/32557.npz,32557,0,pose+hands+face+mouth,asl_vsl_extractor_v2,32557.mp4,62,29.969999313354492,62,670,0.9838709677419355,0.6774193548387096,0.9838709677419355,0.9838709677419355,62,670,True,0.07918394356966019,True,True,False,False,61,61,0.016129032258064502,0.016129032258064502,0.016129032258064502,0.016129032258064502,0.016129032258064502,0.016129032258064502,,,,,7.678230742923915,0.12587263512990024,0.37197941541671753,0.007791970856487751,3.7724028122229654,11.148222923278809,2.6455160864356535,1.5500901261965434,7.2968244552612305,2.2880861201261444,7.678230770165101,0.2017984762787819,0.1102659774229255,62.0,0.2773829810321331,,,,,1.5800048891575105,0.3286229542477817
ASL,leaf,ASL/leaf/32559.npz,32559,0,pose+hands+face+mouth,asl_vsl_extractor_v2,32559.mp4,76,30.30708122253418,90,670,1.0,0.6973684210526315,0.6973684210526315,0.8289473684210527,76,670,True,0.17471233010292053,True,True,False,False,67,63,0.11842105263157898,0.17105263157894735,0.14473684210526316,0.23621553884711777,0.17105263157894735,0.20363408521303256,,,,,4.692482171580195,0.07109821472091205,0.5969269275665283,0.00864892266690731,2.1547793542796914,18.09111213684082,2.8185458134276495,1.3685326736706953,16.718280792236328,3.224319246101931,4.692482152255252,0.5571912936866283,0.1950407588573882,91.0,0.2873839773237705,,,,,0.9769867961368863,0.13507907136203298
ASL,leaf,ASL/leaf/66021.npz,66021,0,pose+hands+face+mouth,asl_vsl_extractor_v2,66021.mp4,60,23.976083755493164,54,670,1.0,0.65,0.38333333333333336,1.0,60,670,True,0.21848618984222412,True,True,False,False,60,60,0.0,0.0,0.0,0.22698412698412695,0.0,0.11349206349206348,,,,,3.505097594577819,0.05940843380640371,0.6415500640869141,0.014546114951372147,1.4243815832976567,15.381857872009277,2.8916900133960683,1.735575729146086,14.768903732299805,3.9661789488034946,3.5050976257189177,0.12123976275324821,0.12698056945168007,72.0,0.17432018439285457,,,,,1.0056305825710297,0.27459362168790913
ASL,leaf,ASL/leaf/69384.npz,69384,0,pose+hands+face+mouth,asl_vsl_extractor_v2,69384.mp4,76,29.970029830932617,92,670,1.0,0.6052631578947368,0.6973684210526315,1.0,76,670,True,0.23334908485412598,True,True,False,False,76,76,0.0,0.0,0.0,0.1791979949874687,0.0,0.08959899749373434,,,,,5.983285499736667,0.07977713999648889,0.9502473473548889,0.015179896727204323,2.390923265218735,28.478940963745117,3.692509101570615,1.815628325214257,25.36097526550293,4.882956938502642,5.983285545837134,0.11963754147291183,0.045890334126796536,83.0,0.4567642183974385,,,,,0.8288481611954538,0.23720625440636753
ASL,league,ASL/league/32562.npz,32562,0,pose+hands+face+mouth,asl_vsl_extractor_v2,32562.mp4,68,25.0,68,670,1.0,0.6617647058823529,0.6617647058823529,1.0,68,670,True,0.30772870779037476,True,True,False,False,68,68,0.0,0.0,0.0,0.16386554621848737,0.0,0.08193277310924368,,,,,5.3999445009976625,0.08059618658205467,0.5079299211502075,0.007028868887573481,2.014904668193255,12.698247909545898,2.095958760333745,1.2857732018738082,11.210801124572754,2.7323565066322137,5.399944492965005,0.23977986723184586,0.07636256824492532,81.0,0.23489289171993732,,,,,0.7115186978788937,0.22945582409215234
ASL,league,ASL/league/32563.npz,32563,0,pose+hands+face+mouth,asl_vsl_extractor_v2,32563.mp4,60,23.976024627685547,36,670,1.0,0.75,0.7333333333333333,0.9833333333333333,60,670,True,0.2075687050819397,True,True,False,False,59,59,0.01666666666666672,0.01666666666666672,0.01666666666666672,0.13015873015873014,0.01666666666666672,0.07341269841269843,,,,,3.463778496719897,0.05870811011389655,0.9260313510894775,0.022641092538833618,1.4075870887707855,22.202550888061523,3.6076622059348953,2.31918381616987,22.202550888061523,5.290436515132147,3.463778485660441,0.1578469332307577,0.07910130770122917,42.0,0.18253181455656886,,,,,0.9101330528656641,0.2727611985171141
ASL,league,ASL/league/66022.npz,66022,0,pose+hands+face+mouth,asl_vsl_extractor_v2,66022.mp4,60,23.976055145263672,51,670,1.0,0.5833333333333334,0.55,1.0,60,670,True,0.21338774263858795,True,True,False,False,60,60,0.0,0.0,0.0,0.2785714285714286,0.0,0.1392857142857143,,,,,4.439347101841122,0.07524317121764613,0.8676342964172363,0.027709076181054115,1.80403442099943,20.802448272705078,3.9910644605851955,2.1455251579654626,20.01897621154785,5.128326914558999,4.439347103936598,0.2993665747344494,0.1119376209116267,74.0,0.3583804325899109,,,,,0.7681920101245244,0.3191094032158418
ASL,leak,ASL/leak/32569.npz,32569,0,pose+hands+face+mouth,asl_vsl_extractor_v2,32569.mp4,89,25.0,91,670,1.0,0.7078651685393258,0.7640449438202247,1.0,89,670,True,0.25263410806655884,True,True,False,False,89,89,0.0,0.0,0.0,0.13911182450508297,0.0,0.06955591225254149,,,,,5.2294619381427765,0.05942570384253155,0.7245738506317139,0.008888136595487595,1.4856425855647435,18.11434555053711,2.3569227576952088,1.1872052920275722,17.04667854309082,3.3089128590187524,5.229461912298575,0.10872617363929749,0.04647324332187772,119.0,0.09587705135345459,,,,,0.9940577651677507,0.22007936534921718
ASL,leak,ASL/leak/32570.npz,32570,0,pose+hands+face+mouth,asl_vsl_extractor_v2,32570.mp4,62,29.970029830932617,62,670,1.0,0.8064516129032258,0.7903225806451613,0.6129032258064516,62,670,True,0.14977815747261047,True,True,False,False,57,38,0.08064516129032262,0.3870967741935484,0.2338709677419355,0.24731182795698925,0.3870967741935484,0.3172043010752688,,,,,9.538842488080263,0.15637446701770924,0.6000632643699646,0.01598915085196495,4.686547406384202,17.98391342163086,3.7896566842386794,2.5600003520647685,16.29620361328125,4.235936685400646,9.53884250158444,0.4342782497406006,0.09534549727533587,60.0,0.49115649051964283,,,,,1.1323970179808767,0.1305551681985733
ASL,leak,ASL/leak/32571.npz,32571,0,pose+hands+face+mouth,asl_vsl_extractor_v2,32571.mp4,69,29.774982452392578,131,670,1.0,0.6521739130434783,0.5362318840579711,1.0,69,670,True,0.34461840987205505,True,True,False,False,69,69,0.0,0.0,0.0,0.2422360248447205,0.0,0.12111801242236025,,,,,5.084710801253095,0.07477515884195729,0.7508932948112488,0.01693957857787609,2.226429029586999,22.357833862304688,3.8752774343438103,2.1882176237431037,21.8450927734375,5.364810013442603,5.0847108194138855,0.1849021129310131,0.08712633879263863,61.0,0.23677291441708803,,,,,0.8143710144188093,0.3247976592929167
ASL,leak,ASL/leak/32575.npz,32575,0,pose+hands+face+mouth,asl_vsl_extractor_v2,32575.mp4,60,29.969999313354492,37,670,1.0,1.0,1.0,0.9833333333333333,60,670,True,0.1301395446062088,True,True,False,False,60,59,0.0,0.01666666666666672,0.00833333333333336,0.006349206349206327,0.01666666666666672,0.011507936507936523,,,,,4.149965356104076,0.07033839586617077,0.7767243981361389,0.012868564575910568,2.108041662280842,23.27842903137207,3.399787694764932,2.853377061671224,23.27842903137207,4.298988895479431,4.1499653530772775,0.6454403735697269,0.24233641034622744,46.0,0.3645026437006891,,,,,1.2328586677710216,0.15397989247242003
ASL,leak,ASL/leak/32579.npz,32579,0,pose+hands+face+mouth,asl_vsl_extractor_v2,32579.mp4,86,30.289152145385742,95,670,1.0,0.7325581395348837,0.5581395348837209,0.8255813953488372,86,670,True,0.19274552166461945,True,True,False,False,76,71,0.11627906976744184,0.17441860465116277,0.1453488372093023,0.3183831672203765,0.17441860465116277,0.24640088593576964,,,,,5.502958552911878,0.0733727807054917,0.6315126419067383,0.007549417205154896,2.2223993130524953,19.12798309326172,2.6317451892633965,1.2126190750985533,17.706787109375,3.1474332361518047,5.502958574332297,0.5498340874910355,0.18300854448247866,99.0,0.19222493097186089,,,,,0.93168942021652,0.1311099308508396
ASL,learn,ASL/learn/32604.npz,32604,0,pose+hands+face+mouth,asl_vsl_extractor_v2,32604.mp4,63,25.0,70,670,1.0,0.5238095238095238,0.6031746031746031,0.9841269841269841,63,670,True,0.2487320750951767,True,True,False,False,62,62,0.015873015873015928,0.015873015873015928,0.015873015873015928,0.1534391534391535,0.015873015873015928,0.0846560846560847,,,,,6.8891679821535945,0.11111561261538055,0.9063542485237122,0.017480166628956795,2.777890303923238,22.658855438232422,3.3053143031248653,2.0216850843585905,20.908403396606445,4.470563561935872,6.889168037101626,0.14655716344714165,0.04021144148376201,80.0,0.3820793479681015,,,,,0.877463300076742,0.26365545005343305
ASL,learn,ASL/learn/32605.npz,32605,0,pose+hands+face+mouth,asl_vsl_extractor_v2,32605.mp4,68,29.969999313354492,84,670,1.0,0.6176470588235294,0.5588235294117647,1.0,68,670,True,0.1579827517271042,True,True,False,False,68,68,0.0,0.0,0.0,0.17296918767507008,0.0,0.08648459383753504,,,,,8.11545698903501,0.12112622371694046,0.7252192497253418,0.015072137117385864,3.6301528566808843,21.734821319580078,3.679375858989879,2.4213975487333355,19.978984832763672,4.91820682679504,8.115456947125494,0.2035706639289856,0.06614263803065287,95.0,0.420344278216362,,,,,1.142555651419303,0.14613229616624718
ASL,learn,ASL/learn/32606.npz,32606,0,pose+hands+face+mouth,asl_vsl_extractor_v2,32606.mp4,60,23.976093292236328,46,670,1.0,0.7166666666666667,0.65,1.0,60,670,True,0.21281613409519196,True,True,False,False,60,60,0.0,0.0,0.0,0.17539682539682544,0.0,0.08769841269841272,,,,,6.237343835644424,0.10571769212956651,1.0192288160324097,0.02810828760266304,2.53469723159984,24.437124252319336,4.019718237896882,2.751103333358107,24.437124252319336,5.4718061668222475,6.237343881395645,0.07352690771222115,0.03377821424223791,65.0,0.2666366482153535,,,,,0.9566539585590362,0.37885887922108136
ASL,learn,ASL/learn/32607.npz,32607,0,pose+hands+face+mouth,asl_vsl_extractor_v2,32607.mp4,60,23.976024627685547,57,670,1.0,0.7,0.7,0.9833333333333333,60,670,True,0.196991428732872,True,True,False,False,59,59,0.01666666666666672,0.01666666666666672,0.01666666666666672,0.14047619047619042,0.01666666666666672,0.07857142857142857,,,,,7.148202453739941,0.12115597379220239,1.1100445985794067,0.03711702302098274,2.9048385981280926,26.614456176757812,4.619167935567517,3.2578234502981447,25.43914794921875,6.632531180097982,7.148202492855489,0.3050309494137764,0.14216828929576544,67.0,0.30373288318514824,,,,,0.8494655296206475,0.24671861015609609
ASL,learn,ASL/learn/32608.npz,32608,0,pose+hands+face+mouth,asl_vsl_extractor_v2,32608.mp4,121,29.997777938842773,135,670,1.0,0.8264462809917356,0.7933884297520661,0.9917355371900827,121,670,True,0.2554759979248047,True,True,False,False,120,120,0.008264462809917328,0.008264462809917328,0.008264462809917328,0.110586383313656,0.008264462809917328,0.059425423061786664,,,,,10.747681562788785,0.08956401302323987,0.9109156727790833,0.012400627136230469,2.68672136751314,27.3254451751709,3.3404955410410895,1.7443363790502067,24.805973052978516,4.268433687471353,10.747681612381712,0.15817483514547348,0.032409192211387335,132.0,0.3111590910702944,,,,,0.7856529453569208,0.1866333429928161
ASL,learn,ASL/learn/32612.npz,32612,0,pose+hands+face+mouth,asl_vsl_extractor_v2,32612.mp4,60,29.969999313354492,33,670,1.0,1.0,0.9666666666666667,0.5666666666666667,60,670,True,0.14197926223278046,True,True,False,False,60,34,0.0,0.43333333333333335,0.21666666666666667,0.16507936507936505,0.43333333333333335,0.2992063492063492,,,,,2.9350007781758904,0.04974577590128628,0.7506000399589539,0.011438261717557907,1.4908808676873224,22.4954833984375,3.205285585455565,2.8779368102550507,22.4954833984375,4.9888636995144875,2.9350007763132453,0.5634085536003113,0.38012545290445887,36.0,0.3431274462491274,,,,,1.166831984239466,0.053627337931346636
ASL,learn,ASL/learn/32616.npz,32616,0,pose+hands+face+mouth,asl_vsl_extractor_v2,32616.mp4,65,30.335857391357422,83,670,1.0,0.5538461538461539,0.5846153846153846,1.0,65,670,True,0.304654985666275,True,True,False,False,65,65,0.0,0.0,0.0,0.19999999999999996,0.0,0.09999999999999998,,,,,5.612579368054867,0.0876965526258573,0.642727792263031,0.010423693805932999,2.6603501001372933,19.497697830200195,3.0971847027094044,1.848017017992716,17.891374588012695,4.188194593658494,5.612579348264262,0.10401039198040962,0.04132174711064637,98.0,0.1579340249300003,,,,,0.771777002628033,0.2061437369544346
ASL,learn,ASL/learn/66024.npz,66024,0,pose+hands+face+mouth,asl_vsl_extractor_v2,66024.mp4,60,23.976049423217773,63,670,1.0,0.48333333333333334,0.4666666666666667,1.0,60,670,True,0.16792160272598267,True,True,False,False,60,60,0.0,0.0,0.0,0.2682539682539683,0.0,0.13412698412698415,,,,,4.933757164515555,0.08362300278839924,0.6308754682540894,0.0126249510794878,2.0049492249549448,15.125901222229004,2.6939681642254163,1.7643365569669625,14.558043479919434,3.435813405568205,4.933757210383192,0.0642419308423996,0.044417291105096054,63.0,0.2480879626236856,,,,,1.1494507888952892,0.21698514301392127
ASL,leave,ASL/leave/32654.npz,32654,0,pose+hands+face+mouth,asl_vsl_extractor_v2,32654.mp4,75,25.0,75,670,1.0,0.5733333333333334,0.7066666666666667,1.0,75,670,True,0.19196009635925293,True,True,False,False,75,75,0.0,0.0,0.0,0.15682539682539687,0.0,0.07841269841269843,,,,,7.316235924139619,0.09886805302891377,0.7208251953125,0.013864641077816486,2.471701317139574,18.0206298828125,2.9437053998707974,1.5256210818682632,16.222192764282227,3.4498614710597293,7.316235915524885,0.13865017145872116,0.040646842924867414,90.0,0.19927341118454933,,,,,0.9870168582598369,0.20267608889489416
ASL,leave,ASL/leave/32655.npz,32655,0,pose+hands+face+mouth,asl_vsl_extractor_v2,32655.mp4,61,29.970029830932617,66,670,1.0,0.5737704918032787,0.5737704918032787,1.0,61,670,True,0.2152741402387619,True,True,False,False,61,61,0.0,0.0,0.0,0.2029664324746292,0.0,0.1014832162373146,,,,,6.688627657946199,0.11147712763243665,0.8147176504135132,0.018961617723107338,3.3409728216628234,24.417112350463867,4.126908714137551,2.026667104939283,21.052865982055664,4.4990877287957405,6.6886276844888926,0.07453936152160168,0.028337943590143924,74.0,0.46308281645178795,,,,,0.7223650021631209,0.2457493935835318
ASL,leave,ASL/leave/32657.npz,32657,0,pose+hands+face+mouth,asl_vsl_extractor_v2,32657.mp4,60,29.970029830932617,32,670,1.0,0.0,0.7333333333333333,0.9833333333333333,60,670,True,0.2575524151325226,True,True,False,False,59,59,0.01666666666666672,0.01666666666666672,0.01666666666666672,0.13015873015873014,0.01666666666666672,0.07341269841269843,,,,,3.696477670222521,0.06265216390207662,1.011322021484375,0.017977649345993996,1.8776872117640608,30.309350967407227,4.018404107253042,3.4137427334127755,30.309350967407227,6.222186351144107,3.6964776148088276,0.40185339748859406,0.20217005173459068,28.0,0.27526343800127506,,,,,0.7869142800569534,0.2636356070353122
ASL,leave,ASL/leave/32658.npz,32658,0,pose+hands+face+mouth,asl_vsl_extractor_v2,32658.mp4,60,23.976057052612305,47,670,1.0,0.0,0.6666666666666666,0.9833333333333333,60,670,True,0.19634106755256653,True,True,False,False,59,59,0.01666666666666672,0.01666666666666672,0.01666666666666672,0.17142857142857137,0.01666666666666672,0.09404761904761905,,,,,4.530311701353639,0.07678494409073965,1.2169188261032104,0.03758837282657623,1.8410002114409107,29.176916122436523,4.648411271171775,2.6031909656935723,28.67925453186035,6.760544769503552,4.530311747221276,0.13888538628816605,0.12881217210173893,44.0,0.4158816132694483,,,,,0.8354778001705806,0.3050276816473468
ASL,leave,ASL/leave/32659.npz,32659,0,pose+hands+face+mouth,asl_vsl_extractor_v2,32659.mp4,60,29.970029830932617,32,670,1.0,0.16666666666666666,0.5333333333333333,0.7833333333333333,60,670,True,0.20430922508239746,True,True,False,False,47,47,0.21666666666666667,0.21666666666666667,0.21666666666666667,0.28888888888888886,0.21666666666666667,0.25277777777777777,,,,,3.909812953323126,0.08499593376789404,1.2674390077590942,0.04887658730149269,2.547330643819726,37.98518371582031,6.6257891578734744,4.777993926737044,37.98518371582031,10.097385404822885,3.9098129575140774,0.26235558092594147,0.20040109186838834,25.0,0.36656675674021244,,,,,0.8490769267082214,0.22966522365975142
ASL,leave,ASL/leave/32661.npz,32661,0,pose+hands+face+mouth,asl_vsl_extractor_v2,32661.mp4,91,30.002885818481445,104,670,1.0,0.7362637362637363,0.6813186813186813,1.0,91,670,True,0.28768154978752136,True,True,False,False,91,91,0.0,0.0,0.0,0.1428571428571429,0.0,0.07142857142857145,,,,,6.645601597148925,0.07384001774609916,0.6205780506134033,0.007442662958055735,2.2154136273596023,18.61913299560547,2.5883749678400934,1.2653031992108634,17.72318458557129,3.183680865101086,6.645601606927812,0.08606419339776039,0.025335711393904416,99.0,0.22301581501960754,,,,,0.6484437715876233,0.267509345909941
ASL,leave,ASL/leave/32662.npz,32662,0,pose+hands+face+mouth,asl_vsl_extractor_v2,32662.mp4,64,29.99565315246582,69,670,1.0,0.0,0.65625,1.0,64,670,True,0.26874446868896484,True,True,False,False,64,64,0.0,0.0,0.0,0.19345238095238093,0.0,0.09672619047619047,,,,,4.867518149316311,0.07726219284629064,0.5434677600860596,0.008021985180675983,2.317529916290253,16.30167007446289,2.6865769117779044,1.602111268428064,12.971358299255371,3.244505365949808,4.867518186336383,0.1290242075920105,0.06641148468592031,79.0,0.1922910176217556,,,,,0.7461797706782818,0.1764084121616853
