dataset,label,num_samples,mean_total_motion,std_total_motion,mean_velocity,motion_variance_mean,acceleration_mean,trajectory_length_mean,straightness_mean,direction_change_mean,lr_hand_dist_mean,hand_face_dist_mean,hand_body_dist_mean,hand_missing_mean,sequence_length_variance,motion_complexity_score
ASL,obsess,7,7.187073071886386,2.439503462258134,3.1462134725267075,0.02303920260497502,2.729138035185874,7.187073072892547,0.06260546423084655,82.42857142857143,0.8627667462576556,,,0.0050159698025551746,91.26530612244899,0.4294553
ASL,mouse,5,6.520425886288285,1.6380037589943792,2.8116576431298297,0.015307365544140339,2.988716170901885,6.520425895298831,0.061635012182231406,84.0,1.1734536207989714,,,0.002777777777777768,471.0400000000001,0.42355314
ASL,nervous,7,6.958089190069586,2.8221837666403964,3.2099112338979374,0.015687410719692707,2.801830756426895,6.958089194073442,0.1376555146851196,72.57142857142857,1.0435961001438254,,,0.028900709219858163,156.24489795918367,0.41928592
ASL,melt,4,7.511190393473953,2.6281111814421796,2.9993283208755703,0.01987219718284905,2.0175834519896942,7.511190360644832,0.08779177531152062,93.5,0.9694946102549632,,,0.0,235.6875,0.41845194
ASL,march,7,5.9395007385423275,2.2235719433810894,2.3094060958624207,0.009606420744343527,1.5480245113455293,5.93950076873963,0.1366883823402689,92.85714285714286,1.2864222465642325,,,0.007063055649072955,1346.2857142857142,0.40521923
ASL,manager,5,7.214072421193123,0.8081917254972513,3.082080608940455,0.016376325860619545,2.323374075861834,7.214072396041592,0.09936287869229163,73.2,0.9726873797091447,,,0.048347338935574226,137.04,0.40305722
ASL,octopus,5,7.307308857934549,4.397330079248073,2.5441601193434638,0.018716684821993113,2.3586878924994688,7.307308848889079,0.04936201978243905,96.2,0.9557994966747032,,,0.005555555555555569,202.23999999999998,0.39278314
ASL,message,5,6.92188136279583,2.392030135952805,2.8532890253474457,0.017411689087748528,2.6407273903015516,6.921881367778406,0.10951278853364976,81.4,1.3892928773374427,,,0.005742971887550219,138.95999999999998,0.392773
ASL,manage,5,6.479344358481467,3.766957962076068,2.928801841093832,0.02863322552293539,2.8035305039644713,6.479344365233556,0.09462768858258523,80.8,1.0634131089789078,,,0.010000000000000009,46.959999999999994,0.39257336
ASL,numerous,5,6.736171768419444,2.493095068057132,3.0206817567202355,0.014544451609253883,2.912600722840867,6.736171748535708,0.11211435648146373,74.4,1.2462798410409213,,,0.0033333333333333435,56.64000000000001,0.3889283
ASL,learn,8,6.577398766763508,2.3051195580664254,2.5863100688280944,0.018083143513649702,2.3358295226266392,6.577398788227583,0.09757178329800086,79.5,0.9624813950994298,,,0.03218385150203333,384.734375,0.38086292
ASL,odd,4,6.073662380687892,1.3250481947249668,3.088140506634785,0.016494117444381118,2.7552712058039104,6.073662404320203,0.07584349333245664,87.25,0.8333824898970004,,,0.0062500000000000056,228.0,0.37929538
ASL,lock,6,6.618413967934127,3.3641120771692616,2.723341066161653,0.01678078280140956,2.356730769661303,6.618413956513298,0.12105672176570277,84.83333333333333,1.1488691411174428,,,0.011111111111111108,295.25,0.37747395
ASL,magazine,5,6.968540704529732,3.362422506915644,2.672678200034078,0.013430485874414444,1.9719674374746532,6.96854069698602,0.11521920625877231,87.2,1.0129859052920445,,,0.12666666666666668,219.84,0.3592511
ASL,lousy,6,6.042002609387661,1.9997062524216325,2.826389513327251,0.018893782515078783,2.9273159128557746,6.042002628547682,0.10625129730654496,63.833333333333336,0.9148980821612405,,,0.049603174603174614,53.47222222222223,0.35411417
ASL,lion,5,6.6955762561410666,0.5979258265783188,2.9436976872523832,0.012494619004428387,1.9535717455452535,6.695576243894175,0.10807219985207042,76.0,0.8657573688711306,,,0.04522088353413658,126.96,0.3467202
ASL,no,11,5.652306243502111,1.6275491435009894,2.7388475578317326,0.015772731466726822,2.9840088665877786,5.65230625596252,0.10599319713970541,63.27272727272727,1.0188857083899834,,,0.005298979095770545,143.88429752066116,0.33870852
ASL,odor,5,6.153354789316654,2.2034271164596517,2.8297410428648084,0.0152653893455863,2.6138563438754625,6.153354772785678,0.07691507339290973,67.6,1.0044130573160146,,,0.11833333333333332,45.040000000000006,0.33827412
ASL,often,6,6.012303687321643,1.3174346199751092,2.897006826352921,0.017570131458342075,2.608323707084424,6.012303699797485,0.15356548768358844,69.16666666666667,1.2094011329611143,,,0.03129084967320262,33.47222222222222,0.337857
ASL,ok,7,5.782090465804296,1.7762588847699323,2.9405056490014885,0.018522358632513454,2.826512845976306,5.782090460881591,0.11732026336987585,56.714285714285715,0.9211681695211501,,,0.005952380952380955,0.0,0.33625242
ASL,motor,5,6.884030975215137,1.8366886670103146,2.6367324387033473,0.01168302008882165,1.9154895741466678,6.8840309623628855,0.046984350174925596,93.2,1.1763172801399773,,,0.0033333333333333435,123.84,0.3357327
ASL,many,10,5.751259903982282,2.1057183660109002,2.8140778000686217,0.0182449652813375,2.780819228160042,5.75125990913948,0.12796832647734482,51.7,1.1023967650137887,,,0.09535148087776313,78.16,0.33524704
ASL,mix,6,6.681987731484696,1.6983705795661501,2.851938102693808,0.011803395270059506,1.8631352698815669,6.681987717592468,0.10012122290342806,72.5,1.0662077187503525,,,0.12041847041847044,118.55555555555556,0.33497003
ASL,necessary,4,6.007521144347265,2.116611463244296,2.680796789782997,0.014294890919700265,2.753933506387045,6.007521139632445,0.11143671921179665,57.0,1.0906960136951909,,,0.16458333333333333,68.75,0.33051527
ASL,need,6,5.845561460281412,1.5949392687427566,2.628913645377897,0.019525278359651566,2.6616965182223584,5.845561476259415,0.15345673372178562,63.0,1.1229126867091448,,,0.10972222222222222,60.583333333333336,0.32498473
ASL,liability,5,6.116274350322783,2.2703566515397298,2.5977163122079356,0.014054618030786514,2.4899656368433725,6.1162743421737105,0.1155493683192658,62.6,1.2757654011582311,,,0.04337662337662338,105.76000000000002,0.3240764
ASL,move,10,5.829823239566759,1.7779460097160746,2.6591895880008902,0.020337573997676373,2.4228669378692036,5.82982323608594,0.1141963789881846,70.2,1.0015177976189256,,,0.01260229132569558,102.89000000000001,0.322409
ASL,monthly,4,7.0522598180687055,1.8679546755320138,2.487819709891316,0.009480521199293435,1.4266633770284272,7.052259810778196,0.04563313662897835,120.0,1.084938773098039,,,0.0037313432835821003,211.25,0.3215217
ASL,motorcycle,7,5.801649532680001,1.3007029001594272,2.675541434922174,0.015027833171188831,2.813943516735862,5.801649510228474,0.10569210939962172,73.71428571428571,1.0261233175797377,,,0.013835263835263853,38.204081632653065,0.32064727
ASL,love,7,5.641088444007827,2.0807247503152646,2.4473743272060027,0.012778311768280608,2.731966181000018,5.64108843466134,0.12080125094982783,68.57142857142857,1.2494039043074563,,,0.009693877551020422,260.20408163265313,0.32060304
ASL,monster,5,5.242451909836381,0.6359588345518143,2.5055172949019124,0.01886577717959881,3.3443579714192913,5.242451922805048,0.09490635090567805,64.8,0.8776927706381169,,,0.019105691056910578,77.44000000000001,0.31986406
ASL,machine,6,6.161316082036744,2.024192828479727,2.4058588880956675,0.014755417127162218,2.240700432530088,6.161316082036744,0.04302477956551232,83.33333333333333,1.2267458472040014,,,0.005555555555555573,211.33333333333334,0.3197092
ASL,neighbor,7,6.233779528311321,2.050577079727183,2.6218689012805148,0.012841860896774701,2.2008621583444397,6.2337795449919735,0.11067390946733281,72.85714285714286,1.0945535381231468,,,0.029742592936670142,132.69387755102042,0.3196144
ASL,nurse,6,5.7388270952894045,1.4468888745377932,2.479151776729667,0.020481789018958807,2.4551448123183657,5.738827091874555,0.14334121888792617,86.33333333333333,1.0326429848413463,,,0.0034722222222222285,167.33333333333334,0.31812543
ASL,loud,6,6.042936981422827,2.201977873055571,2.8968390955039265,0.015179685006539026,2.20924472957669,6.042936982121319,0.10970170094243968,69.0,0.947243930425555,,,0.05833333333333334,27.555555555555546,0.31698927
ASL,october,5,5.750798939028755,2.144757775295498,2.466210933552,0.014820711500942708,2.0353829505229966,5.75079895213712,0.10449851349654501,84.8,1.1262242259004285,,,0.0037037037037036978,345.76000000000005,0.31145865
ASL,network,6,6.029888260023047,2.302145218527666,2.5149912770596248,0.015477157197892666,2.0749873255671605,6.029888243065216,0.08984735845521502,83.83333333333333,0.8174001613598919,,,0.005423280423280441,188.55555555555557,0.31075606
ASL,monday,6,6.03668719662043,1.4110764957719761,2.510265515180215,0.012292949211162826,1.741931918818894,6.036687182747603,0.0737055859413565,93.66666666666667,1.2546760980217297,,,0.0013888888888888933,334.22222222222223,0.30860773
ASL,normal,5,6.013465005438775,1.1099443856611426,2.5155786579291872,0.013088996522128582,2.263465833154931,6.013465017592535,0.07642289269150923,89.0,1.0243483262985689,,,0.0,148.23999999999998,0.308574
ASL,new,9,5.221223697790669,1.373057903866671,2.5706009964018777,0.021445169630977843,3.0191603921859675,5.221223713597283,0.13550967077280018,59.666666666666664,1.0514489898021129,,,0.005555555555555573,24.88888888888889,0.30678117
ASL,leaf,6,6.4457240089929355,2.1470838432764903,2.6070853359781587,0.01320714953665932,1.7125029333159685,6.445724021730712,0.09691282494801269,83.0,0.9793808115632534,,,0.026810979060554612,113.91666666666667,0.30634698
ASL,meet,9,5.46674168171982,1.9248544510137933,2.576084523769418,0.016845573515941698,2.755090628146254,5.466741699783597,0.10840788071199808,62.44444444444444,1.2888677205551753,,,0.003114478114478119,77.43209876543209,0.30524123
ASL,near,9,5.687039880133751,1.4832876873833178,2.6829864291280727,0.015342743342949284,2.415729019029015,5.6870398914713105,0.10100799771172556,70.0,1.1733100791369153,,,0.007729920932168146,81.55555555555556,0.30454293
ASL,lift,6,5.859496516330789,1.5288116407372403,2.3599834782957188,0.01510983177771171,2.4454891094138276,5.8594965126831084,0.08061939528134843,78.33333333333333,0.9602811928756134,,,0.010294117647058823,121.33333333333333,0.3012459
ASL,mouth,5,6.068602265790105,0.7562758142566663,2.7803388067973245,0.011466446239501238,2.0960679439921615,6.068602270446718,0.05066019855132057,79.8,1.120516187310998,,,0.0033333333333333435,25.6,0.29990438
ASL,mock,3,6.121903960903485,0.7065047940477018,2.5451275050525255,0.012809393306573233,2.0407353534188535,6.121903963231792,0.1249193413685588,93.0,1.112283368956991,,,0.0,104.0,0.29975817
ASL,local,4,5.5133144612191245,1.9095604761274807,2.0447004329490173,0.009963116142898798,1.9385361607688887,5.513314454670763,0.0568279156319809,114.25,0.7306231470349659,,,0.00416666666666668,626.1875,0.29913464
ASL,mad,5,5.128228248469531,2.7743566651776304,2.558309707127337,0.020094208605587482,2.8874133173320495,5.128228253964335,0.1424634896736075,41.4,0.8767646454698526,,,0.20500000000000002,60.160000000000004,0.29790205
ASL,night,5,5.599688349291682,1.4044429888892405,2.690648100461017,0.02023347355425358,2.264479396607809,5.599688362842426,0.1563576913231874,74.8,1.097417327363279,,,0.0033333333333333435,29.439999999999998,0.29711813
ASL,nation,5,5.638612682092935,1.604768353372618,2.3698660452623086,0.013719863630831242,2.3744291612011694,5.638612675736658,0.09087146934809706,76.8,1.0389879550151613,,,0.0033333333333333435,201.83999999999997,0.29561123
ASL,never,7,5.7618652836286595,2.238006310712306,2.5849845504928775,0.014475707763007708,2.2874570619991377,5.7618652644367625,0.10663600451943137,66.0,0.7320429866231385,,,0.01239495798319328,75.63265306122449,0.2950068
ASL,leak,5,5.9011878272984175,2.09617201905784,2.545811999373856,0.01244696956127882,2.0002838809210446,5.901187832141295,0.13085800684371166,77.0,1.0210747771109956,,,0.07751062765691423,146.16,0.29214123
ASL,napkin,7,5.351577546114901,1.2226134522726633,2.286573731285301,0.01811291430411594,2.6252640218042234,5.351577537300598,0.09187463748989623,71.0,0.946501426189671,,,0.01904761904761906,162.97959183673467,0.2917722
ASL,northwest,4,5.809764416888356,2.1386517465870165,2.5676860341094163,0.013139619026333094,2.2779107010279342,5.809764408477349,0.10078696069182248,67.0,0.8786717739242774,,,0.006250000000000019,60.75,0.29158273
ASL,music,8,5.740895410533994,2.123359833711813,2.5688580893055213,0.017172641470097005,2.1563791180099403,5.740895391078084,0.15218669833887002,73.375,0.9143408530231817,,,0.007939189189189205,58.6875,0.29053697
ASL,office,9,5.673161516509329,2.390450979057762,2.6213804206713966,0.01474944936732451,2.165782281811372,5.673161516658082,0.08985566523489615,67.88888888888889,0.9844062288102167,,,0.008628408628408635,94.39506172839508,0.29037982
ASL,notice,6,5.893894407393721,2.786510985270926,2.3305683551535954,0.012769280156741539,2.2507055020652467,5.893894432287198,0.07850552708821219,72.0,0.9960115429215621,,,0.004914529914529915,130.13888888888889,0.28965095
ASL,museum,5,5.510388279566541,1.1211128805677315,2.359438566673337,0.01924845892935991,2.3743305226669524,5.510388278146275,0.05208770285643964,68.8,0.8530663453986393,,,0.007878787878787884,121.6,0.28947106
ASL,math,7,5.395479724077242,2.0093517924152082,2.2811766109289313,0.013485337607562542,2.362196397485532,5.395479736808089,0.09211272127393663,77.14285714285714,1.3953408498701199,,,0.005780494015788126,287.83673469387753,0.28904048
ASL,library,5,6.350206811912358,0.7104872563125766,2.5300489990772768,0.01079318942502141,1.6134282991513635,6.350206809537485,0.07172989582678177,77.2,1.0632205091967062,,,0.1273946360153257,114.64000000000001,0.28901038
ASL,major,5,5.621022651903331,2.2364641615704475,2.609882256519756,0.012941278889775277,2.267760786118847,5.621022644825279,0.12547778593037198,76.8,0.9076428214592092,,,0.009019607843137267,100.0,0.2889402
ASL,loan,3,5.927311119623482,1.9431581315712043,2.5836951172592624,0.013477553613483906,1.8437177972391183,5.927311102859676,0.07149218831644413,87.66666666666667,0.7737503987205159,,,0.011111111111111108,130.66666666666666,0.28872952
ASL,negative,7,6.232544811642064,3.593600295413009,2.3747314403490187,0.01579815787928445,1.7221075162006734,6.232544803443099,0.11473554531158073,76.57142857142857,1.17066280216404,,,0.0016420361247947435,95.71428571428571,0.2868983
ASL,moose,4,5.190920798806474,0.5010251319237798,2.2814589714801627,0.01839085901156068,2.7286130945887583,5.190920798602747,0.09843478733485976,67.25,0.9400698394486399,,,0.007007575757575768,147.0,0.28685275
ASL,list,9,5.704880154536416,1.4579950317999582,2.151689192712796,0.0165744342116846,1.794240493968008,5.704880151254151,0.07450161018525328,94.11111111111111,0.9043194155169262,,,0.0035102266445550135,335.1111111111111,0.28418478
ASL,lend,6,5.479492124170065,1.6832687317098336,2.4799181108509596,0.01818580987552802,2.2683435166943795,5.479492131737061,0.0892248625969858,72.16666666666667,0.8081975846203617,,,0.011111111111111127,90.33333333333333,0.2840242
ASL,man,12,5.748325043280299,1.3773246507143135,2.4180977859787247,0.013505768962204456,2.183922154568322,5.748325045157496,0.0753873883914702,73.16666666666667,0.913816359051261,,,0.01597222222222223,109.85416666666667,0.28344312
ASL,muscle,5,5.260147231072187,1.3006984489109572,2.2914007974449446,0.017428620159626006,2.659929130652121,5.260147205530666,0.09435625924932751,65.2,1.2038527622333792,,,0.0,108.16000000000001,0.28110224
ASL,mechanic,6,5.919156575497861,2.292736606312863,2.4733093808932085,0.012598424994697174,1.8497861711036279,5.919156580426109,0.12134049161328919,72.5,1.1008037606942438,,,0.010526315789473717,119.55555555555556,0.27968135
ASL,match,8,5.172550345014315,2.418158006307423,2.3683570172415784,0.017312042298726737,2.418781982816362,5.1725503432244295,0.13813187571954014,65.5,1.3438028080802948,,,0.08669354838709678,177.1875,0.2790675
ASL,misunderstand,4,5.771186976577155,3.4715737102252997,2.0562453607348554,0.01134231104515493,1.9271830228676732,5.771186972502619,0.1655785795177207,82.0,0.8621589296408707,,,0.04583333333333334,342.1875,0.27892786
ASL,newspaper,4,5.015625727537554,1.4573173143043447,2.1766311589868996,0.01690825680270791,2.1917855034820706,5.015625719242962,0.13961699675659275,91.25,1.6073993370194668,,,0.0,396.75,0.27811703
ASL,nothing,6,5.412553889599319,0.8067736787438446,2.4766522263730963,0.01752443580577771,2.2813880168221625,5.412553905315387,0.11126481692231416,61.0,0.7942512667360254,,,0.01020909032957229,70.88888888888889,0.27758113
ASL,microwave,7,5.403389825219555,2.0392929049853548,2.409831810607475,0.01538825687021017,2.519374539849142,5.403389826932523,0.127522760291952,69.57142857142857,1.1834973614544337,,,0.025023741690408368,53.142857142857146,0.27753475
ASL,mexico,6,5.537314617889933,1.1170032852637353,2.4099168375253615,0.01450855222841104,2.456630742065633,5.537314640183467,0.12657163285317483,67.16666666666667,1.083678457490891,,,0.0027777777777777866,34.333333333333336,0.27721384
ASL,leave,11,5.0819755445065145,1.3844403482751562,2.289603760211671,0.02120805624872446,2.651266140967462,5.081975538209504,0.11506595334547055,61.54545454545455,1.0391973056495312,,,0.025757575757575767,85.78512396694212,0.276553
ASL,objective,4,5.607556335162371,2.883778653970592,2.466208327543399,0.01589775551110506,2.2013076199532065,5.607556321832817,0.13221148028825364,75.0,0.9206202023008332,,,0.07768264840182648,28.5,0.27452317
ASL,none,7,5.447306268948263,1.9406931959527374,2.3547722330874348,0.013812156261077948,2.1472278133071647,5.447306263767781,0.10499437458180735,68.57142857142857,1.0994641105891945,,,0.00714285714285715,179.38775510204079,0.27341828
ASL,moon,7,5.614691553271508,2.9748156592526462,2.2813258318663885,0.015194675935033177,1.8343598268682626,5.614691558751344,0.060731754302102973,84.57142857142857,1.043286025425327,,,0.02167919799498747,228.0,0.27267793
ASL,lecture,7,5.282131421911929,2.2420850587195997,2.243599318371907,0.018783808552793095,2.406243470936832,5.28213144117035,0.08977843250040633,61.857142857142854,0.7631561671498374,,,0.00714285714285715,89.26530612244899,0.2689621
ASL,medicine,8,5.592632329906337,1.314604288295671,2.3827345686933183,0.011528992385137826,1.711336686168681,5.59263233585807,0.06693098082880564,76.75,0.8885028293062595,,,0.08709363761263993,257.9375,0.26857033
ASL,minus,4,5.0913617957849056,1.1503589272591819,2.419042647039876,0.015664211008697748,2.754356713012288,5.09136179840425,0.13079804070908013,64.5,1.6191490032030122,,,0.00416666666666668,3.1875,0.26762643
ASL,melody,5,5.784246237576008,2.499085161508497,2.395992821557241,0.01385461762547493,1.8051586008799423,5.784246228798293,0.1423360557360577,80.2,0.8611381106296466,,,0.006666666666666687,98.4,0.26700702
ASL,most,7,5.4910097796070785,1.6892095994401652,2.480578439258128,0.015400235940303122,2.1423410167719585,5.491009772177287,0.09506730538433932,65.71428571428571,1.2675553080854371,,,0.0045131485429993025,18.204081632653057,0.26503173
ASL,money,6,5.000940362845237,1.3045187136236842,2.2019588318776813,0.015838811174035072,2.4040423129048283,5.00094033095714,0.09496669348537055,68.83333333333333,1.1960374077313205,,,0.0027777777777777866,200.55555555555557,0.26154414
ASL,murder,4,5.375523516908288,1.8511946584720356,2.267418466621172,0.015739845111966133,2.230030572286081,5.375523534457898,0.14282980963053415,81.0,0.9758220139270027,,,0.0,72.0,0.25924155
ASL,magic,5,5.248461574316025,2.428663619143601,2.389060055982413,0.0171660085208714,2.2950986086975007,5.248461580113508,0.1338902277685439,55.4,0.8808955162550853,,,0.13999999999999999,18.639999999999997,0.2585757
ASL,line,6,5.471644214587286,2.3164212213996445,2.3020753801154767,0.017160195702066023,1.9454698609776415,5.471644212147415,0.12830806421672838,88.5,1.121881862841439,,,0.0027777777777777866,90.88888888888887,0.2584922
ASL,not,7,5.405147148894945,2.0854813860892376,2.3834727707200503,0.014616486017725297,2.1000712469263663,5.4051471629645675,0.09799052902878676,61.0,0.8630931797928876,,,0.03873626373626373,64.28571428571429,0.25820243
ASL,new york,4,5.056166768306866,1.066885504988993,2.1231731265037923,0.014868228929117322,2.541599814568012,5.056166749200202,0.1404339174273659,77.5,1.1481797563513372,,,0.0027472527472527375,149.6875,0.25771406
ASL,nut,5,5.044225266482681,1.0875924067018556,2.287079197055135,0.01621940601617098,2.6483836033934356,5.044225258287042,0.06962393606176295,59.0,1.2161051899378865,,,0.016150234741784054,18.24,0.25673318
ASL,meeting,6,5.156605278064187,1.0545387212728823,2.5654452902781353,0.015114305928970376,1.9969211776046356,5.156605293799657,0.12305984764545276,56.666666666666664,0.9580986802653753,,,0.21668395987974565,93.91666666666667,0.25632593
ASL,maximum,6,5.769043792039156,4.502797307097324,1.9306533196090108,0.014563419312859574,1.6852404672930767,5.769043811499917,0.13383740948043524,83.0,0.9484646685877444,,,0.0,249.0,0.25632063
ASL,look at,2,5.290253447368741,2.1554158769653227,2.2471357708864783,0.015854613855481148,2.4465785182439364,5.290253464365378,0.27166231851284883,68.5,0.7807554831820758,,,0.10416666666666669,12.25,0.2562004
ASL,nephew,6,5.094839074183255,0.8959537265963178,2.3586642595610576,0.015472693834453821,2.2536398064793683,5.094839061746218,0.08223784624538329,73.33333333333333,1.1619956439293337,,,0.006609195402298855,92.22222222222223,0.25381666
ASL,now,9,4.837559705341442,1.3733041213462363,2.306493071772427,0.01715485555016332,2.666636630075841,4.837559703233031,0.14379203197753582,60.55555555555556,1.3056017672763192,,,0.003294853294853301,28.913580246913583,0.25184223
ASL,lettuce,7,5.305189583117941,2.0764655413637954,2.430231104795277,0.014141988923906215,2.069877636467529,5.305189579646269,0.082855535713353,73.85714285714286,0.949379942705473,,,0.004722872755659651,41.63265306122448,0.25096866
ASL,make,9,4.777958281027774,1.0097239423549325,2.2835405829301734,0.014414304453465674,2.79211728814918,4.777958269243957,0.10612660433406838,60.22222222222222,1.077068667015343,,,0.018021680216802186,47.11111111111111,0.25024322
ASL,mirror,8,4.92412595206406,1.8878637895092925,2.2230813305691246,0.012025643547531217,2.0659480336265084,4.924125942357932,0.1165849041378523,73.0,0.9568999361042139,,,0.03701088017174083,299.859375,0.24967067
ASL,old,7,4.869351240074528,0.4137307810134951,2.3019205089852406,0.01760395842471293,2.4633848994988448,4.8693512411555275,0.13635858978854995,68.71428571428571,1.2021426324353872,,,0.0023809523809523885,63.38775510204082,0.24952693
ASL,lightning,6,5.376949918844427,1.4958925040578601,2.379793047286,0.012302182226752242,2.1103268608755403,5.376949907338712,0.0833369325691385,71.16666666666667,0.9547782514604415,,,0.011570003861968723,24.25,0.24778633
ASL,month,7,4.88596024364233,1.1592948077372638,2.141644616593751,0.015265316968517644,2.2672188107496516,4.885960262534874,0.11088217128573057,71.28571428571429,1.4035890388658017,,,0.008557284299858565,202.97959183673467,0.24624522
ASL,noon,6,5.116699344944209,2.1864562341845066,2.275806033068022,0.013702705774145821,1.858288637621172,5.1166993352235295,0.11840518436685364,75.16666666666667,0.9976312883057279,,,0.10603864734299517,211.91666666666666,0.24500327
ASL,lose,9,5.380734218543188,1.5428549514028373,2.298603779652541,0.012203821446746588,2.001345104220836,5.380734217621567,0.08951315889085457,79.44444444444444,0.8502744249138428,,,0.009171075837742522,68.24691358024691,0.24423559
ASL,linguistics,7,5.019087603049619,1.9051442325411858,2.2231375407338505,0.01700223596500499,2.347222346589174,5.01908759251819,0.1482003791583484,61.285714285714285,0.8734660280301422,,,0.0,44.204081632653065,0.24394238
ASL,lonely,6,5.302862327933933,2.8474399106848507,2.118323300875424,0.009474907419644296,1.522952397655506,5.302862318562499,0.06481952310332252,88.16666666666667,1.1922937138458343,,,0.004495990836197024,379.1388888888889,0.24380948
ASL,obtain,5,5.154756790725514,0.915811107044204,2.2885007003325746,0.013284684531390667,2.2340417742246617,5.154756793950218,0.15839673854186248,78.0,1.1496371365140923,,,0.0,53.040000000000006,0.24309729
ASL,nose,6,4.34936407150235,0.98673149395071,2.3340661104237848,0.015456880598018566,2.99489580056258,4.349364063527901,0.1439748440712336,55.5,1.2553492525730046,,,0.11666666666666668,27.222222222222225,0.24080579
ASL,legal,4,4.85688701539766,2.002836510725162,2.2293499881599237,0.015262922155670822,2.1122191965690926,4.856887039204594,0.1346354200571579,77.25,0.8991196156940376,,,0.03333333333333334,168.75,0.23867394
ASL,november,5,4.791418388811872,1.8809238625578708,2.2382822222905983,0.015470032207667827,2.1510960955482523,4.791418392403284,0.1741614607158303,74.2,1.0422555554320283,,,0.005483870967741944,163.35999999999999,0.2374342
ASL,mean,8,5.1265804511494935,1.8073412040987473,2.178399157674552,0.014586619916372001,2.125226689295246,5.126580438834935,0.12310541623669592,73.5,1.0653689029575946,,,0.005833333333333343,69.9375,0.23578404
ASL,must,7,4.455882284457663,1.8062665358136225,2.3919943823631433,0.014709183014929295,2.7203205516690163,4.455882275576836,0.11913511094285925,48.285714285714285,0.9912235030708793,,,0.1904761904761905,20.693877551020403,0.2349807
