dataset,gloss,video,path,left_valid_ratio,right_valid_ratio,left_motion_magnitude,right_motion_magnitude,left_trajectory_length,right_trajectory_length,left_motion_std,right_motion_std,activity_type
VSL,buổi trưa,W00370N.npz,dataset\VSL\buổi trưa\W00370N.npz,0.6590909090909091,0.6590909090909091,0.004966904409229755,0.008148993365466595,0.2831135392189026,0.4644926190376282,0.005900001153349876,0.00905902311205864,two_hand
VSL,buổi trưa,W00370T.npz,dataset\VSL\buổi trưa\W00370T.npz,0.7843137254901961,0.7843137254901961,0.005289040505886078,0.009861420840024948,0.41783419251441956,0.7790522575378418,0.0036007347516715527,0.00766851007938385,two_hand
VSL,buổi tối,W00369B.npz,dataset\VSL\buổi tối\W00369B.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
VSL,buổi tối,W00369N.npz,dataset\VSL\buổi tối\W00369N.npz,0.7058823529411765,0.7058823529411765,0.013758071698248386,0.015660729259252548,0.8117262125015259,0.9239830374717712,0.012849307619035244,0.011457455344498158,two_hand
VSL,buổi tối,W00369T.npz,dataset\VSL\buổi tối\W00369T.npz,0.7058823529411765,0.7058823529411765,0.012107910588383675,0.013768765144050121,0.7143667340278625,0.8123571276664734,0.011955445632338524,0.0120194461196661,two_hand
VSL,buổi đêm,W00367B.npz,dataset\VSL\buổi đêm\W00367B.npz,1.0,1.0,0.005618800409138203,0.009971878491342068,0.6461620330810547,1.1467660665512085,0.007614851929247379,0.009432900696992874,two_hand
VSL,buổi đêm,W00367N.npz,dataset\VSL\buổi đêm\W00367N.npz,0.7222222222222222,0.7222222222222222,0.02214619144797325,0.03064677305519581,1.129455804824829,1.5629854202270508,0.03178438916802406,0.04234005883336067,two_hand
VSL,buổi đêm,W00367T.npz,dataset\VSL\buổi đêm\W00367T.npz,0.7222222222222222,0.7222222222222222,0.0253760926425457,0.03571515530347824,1.2941807508468628,1.8214730024337769,0.034078147262334824,0.04426409676671028,two_hand
VSL,buộc dây,W00363.npz,dataset\VSL\buộc dây\W00363.npz,0.7669902912621359,0.7669902912621359,0.009899132885038853,0.012530256062746048,0.7721323370933533,0.97735995054245,0.015587111935019493,0.01830189861357212,two_hand
VSL,buộc tóc,W00364.npz,dataset\VSL\buộc tóc\W00364.npz,0.8829268292682927,0.8829268292682927,0.0026968959718942642,0.005884810350835323,0.48544126749038696,1.0592658519744873,0.0032510103192180395,0.005205865949392319,two_hand
VSL,Bà Nà,W00067.npz,dataset\VSL\Bà Nà\W00067.npz,0.75,0.75,0.005205249879509211,0.006999538745731115,0.41641998291015625,0.5599631071090698,0.008203284814953804,0.009094750508666039,two_hand
